,Season,WTeamID,WScore,LTeamID,LScore,NumTeamWon,Loc,FGMR,FGAR,FGMR3,FGAR3,FTMR,FTAR,ORR,DRR,AstR,TOR,StlR,BlkR,PFR
162,2005.0,1228.0,71.0,1305.0,59.0,1.0,0.0,1.3,0.907,0.667,1.333,1.062,0.8,0.5,1.3,1.8,1.143,0.9,3.0,1.059
163,2005.0,1246.0,69.0,1153.0,60.0,1.0,0.0,1.25,0.803,1.0,0.462,0.923,0.947,0.438,1.381,1.6,1.5,1.75,1.25,0.895
164,2005.0,1403.0,71.0,1211.0,69.0,0.0,0.0,1.0,1.051,0.5,1.182,1.0,1.125,2.125,1.125,0.778,1.857,0.286,1.0,1.214
165,2005.0,1428.0,67.0,1328.0,58.0,0.0,0.0,0.955,1.784,0.4,2.375,0.778,0.679,2.111,0.467,0.2,0.35,4.0,1.5,1.263
166,2005.0,1449.0,97.0,1334.0,79.0,1.0,0.0,1.2,0.955,1.125,0.958,1.455,1.118,0.706,1.643,1.308,0.875,0.5,3.0,1.111
167,2005.0,1452.0,111.0,1448.0,105.0,1.0,0.0,1.028,0.986,0.778,0.913,1.25,1.083,0.588,0.862,0.87,0.611,0.714,1.667,0.929
168,2005.0,1454.0,83.0,1130.0,75.0,0.0,0.0,0.885,0.909,0.364,0.458,1.25,1.591,1.5,1.312,0.941,1.375,0.545,0.4,0.846
169,2005.0,1181.0,63.0,1280.0,55.0,0.0,0.0,1.053,1.24,0.5,0.619,0.647,1.0,1.385,0.7,1.125,0.625,0.875,0.833,0.864
170,2005.0,1257.0,76.0,1210.0,54.0,0.0,0.0,0.909,1.262,0.6,0.762,0.364,0.357,0.778,0.536,1.1,0.636,7.0,0.143,1.4
171,2005.0,1277.0,72.0,1436.0,61.0,1.0,0.0,1.227,0.8,0.286,0.545,1.6,1.571,0.522,1.5,2.4,1.0,1.0,4.0,0.842
172,2005.0,1301.0,65.0,1163.0,62.0,0.0,0.0,1.1,1.04,0.2,0.7,1.067,1.059,1.286,1.158,0.692,1.077,0.3,1.0,0.889
173,2005.0,1314.0,92.0,1235.0,65.0,1.0,0.0,1.148,0.855,2.0,1.923,3.143,2.176,0.75,1.296,1.0,0.765,1.75,2.0,0.783
174,2005.0,1329.0,85.0,1356.0,77.0,0.0,0.0,0.92,1.217,1.0,1.583,0.862,0.909,1.5,0.727,0.778,0.786,2.667,1.0,1.217
175,2005.0,1437.0,76.0,1196.0,65.0,1.0,0.0,1.2,1.115,0.429,0.611,1.389,1.4,1.7,1.125,1.111,0.737,1.833,1.0,0.767
176,2005.0,1458.0,71.0,1137.0,62.0,1.0,0.0,0.913,0.92,1.4,1.133,2.0,2.071,1.143,1.0,1.077,0.7,1.25,0.5,0.5
177,2005.0,1112.0,79.0,1329.0,78.0,1.0,0.0,1.069,0.712,0.7,0.609,1.0,1.308,0.5,2.091,1.0,1.75,0.3,5.0,1.0
178,2005.0,1228.0,77.0,1454.0,63.0,0.0,0.0,0.786,1.0,0.778,1.45,1.0,1.2,1.625,0.88,0.6,1.333,0.571,1.5,0.6
179,2005.0,1257.0,93.0,1449.0,79.0,1.0,0.0,1.107,0.836,1.833,1.04,1.176,1.0,0.769,1.7,1.133,1.545,0.889,4.0,0.72
180,2005.0,1452.0,65.0,1403.0,60.0,0.0,0.0,1.0,1.098,0.111,0.364,1.375,1.231,1.364,0.95,0.714,0.889,2.2,0.333,1.0
181,2005.0,1246.0,62.0,1428.0,52.0,0.0,0.0,0.708,1.051,1.0,0.769,1.4,1.474,2.25,0.762,1.0,0.857,0.833,0.5,0.8
182,2005.0,1277.0,78.0,1181.0,68.0,0.0,0.0,0.815,0.785,1.4,1.643,0.895,1.043,0.562,1.091,0.667,1.375,0.846,2.0,1.0
183,2005.0,1314.0,67.0,1437.0,66.0,0.0,0.0,1.15,1.271,1.0,1.474,0.632,0.792,1.167,0.633,0.636,0.529,1.667,1.667,0.875
184,2005.0,1458.0,65.0,1301.0,56.0,1.0,0.0,1.105,0.84,0.444,0.455,2.111,1.923,2.0,1.632,0.583,1.385,0.2,0.2,0.56
185,2005.0,1228.0,90.0,1112.0,89.0,1.0,0.0,1.0,1.164,2.286,1.944,0.556,0.714,1.167,0.72,1.0,0.765,1.091,0.25,1.8
186,2005.0,1257.0,93.0,1452.0,85.0,0.0,0.0,0.812,0.81,1.636,0.964,0.833,0.655,0.267,0.789,1.211,1.273,0.625,0.5,1.056
187,2005.0,1277.0,94.0,1246.0,88.0,1.0,0.0,0.968,0.928,1.111,1.0,1.412,1.304,1.062,1.095,1.071,1.182,0.857,1.0,0.8
188,2005.0,1314.0,88.0,1458.0,82.0,0.0,0.0,0.882,0.953,2.2,1.5,0.733,0.722,0.833,0.905,0.895,1.333,1.0,0.2,1.133
189,2005.0,1228.0,72.0,1257.0,57.0,1.0,0.0,1.286,1.037,2.0,1.5,0.667,0.667,1.429,1.474,2.1,1.4,0.8,0.25,0.923
190,2005.0,1314.0,87.0,1277.0,71.0,0.0,0.0,0.714,1.042,1.167,1.15,1.273,1.059,1.154,0.711,0.833,0.923,2.0,0.667,1.118
191,2005.0,1314.0,75.0,1228.0,70.0,0.0,0.0,1.0,1.346,1.333,2.5,0.333,0.316,2.125,0.846,1.5,0.8,2.0,0.5,1.385
192,2006.0,1284.0,71.0,1214.0,49.0,1.0,0.0,1.421,0.968,2.5,1.733,1.0,0.692,0.467,1.148,3.0,0.692,0.5,2.5,1.0
193,2006.0,1104.0,90.0,1266.0,85.0,1.0,0.0,0.875,0.902,1.714,1.045,1.571,1.632,1.231,1.067,1.154,1.167,0.444,0.75,0.773
194,2006.0,1130.0,88.0,1334.0,76.0,1.0,0.0,1.115,0.905,0.6,0.92,1.714,1.611,0.5,1.0,1.222,0.533,3.0,1.0,0.727
195,2006.0,1181.0,70.0,1380.0,54.0,0.0,0.0,0.917,1.265,0.8,0.867,0.353,0.5,1.778,0.615,0.533,0.8,1.556,0.5,1.818
196,2006.0,1196.0,76.0,1375.0,50.0,1.0,0.0,1.526,1.073,1.111,1.25,2.667,1.667,1.143,1.292,2.625,0.688,1.143,2.333,0.529
197,2006.0,1203.0,88.0,1423.0,85.0,1.0,0.0,0.969,1.222,0.909,1.0,1.6,1.222,1.875,0.76,0.8,0.667,3.0,1.0,0.909
198,2006.0,1211.0,79.0,1462.0,75.0,0.0,0.0,0.808,1.02,1.667,2.333,1.095,1.222,1.25,0.84,1.273,0.8,1.0,0.25,0.8
199,2006.0,1228.0,78.0,1102.0,69.0,0.0,0.0,0.724,0.82,1.625,1.227,1.167,1.286,0.143,0.667,0.882,1.0,1.167,1.0,0.765
200,2006.0,1231.0,87.0,1361.0,83.0,0.0,0.0,0.886,0.775,1.25,0.692,1.222,0.938,0.667,1.625,1.071,1.778,0.636,2.0,1.188
201,2006.0,1261.0,80.0,1233.0,64.0,0.0,0.0,0.852,1.196,0.6,1.8,0.714,0.926,1.444,0.533,0.375,0.833,1.25,0.273,1.118
202,2006.0,1285.0,87.0,1305.0,79.0,0.0,0.0,1.138,1.25,0.833,1.5,0.348,0.37,1.7,0.864,0.833,1.125,2.5,3.5,1.917
203,2006.0,1397.0,63.0,1457.0,61.0,0.0,0.0,0.917,1.057,1.4,1.143,1.0,1.214,1.364,0.909,1.167,1.154,1.167,0.5,1.0
204,2006.0,1401.0,66.0,1393.0,58.0,0.0,0.0,1.0,0.911,0.571,0.95,0.737,0.955,0.786,1.0,0.857,1.2,0.75,0.4,0.842
205,2006.0,1417.0,78.0,1125.0,44.0,0.0,0.0,0.567,1.054,1.0,1.462,0.429,0.765,1.0,0.5,0.45,1.0,0.727,0.75,1.143
206,2006.0,1449.0,75.0,1429.0,61.0,0.0,0.0,0.893,0.864,0.25,0.481,1.143,1.25,1.8,1.529,0.875,3.143,0.273,2.0,1.0
207,2006.0,1454.0,82.0,1328.0,74.0,1.0,0.0,0.781,0.902,1.2,1.429,5.2,4.0,1.0,0.88,0.722,0.667,1.0,0.25,0.6
208,2006.0,1455.0,86.0,1371.0,66.0,0.0,0.0,0.778,1.07,0.6,0.909,0.818,0.594,0.786,0.833,0.526,0.867,1.667,2.0,1.2
209,2006.0,1112.0,94.0,1458.0,75.0,1.0,0.0,1.4,1.017,0.5,0.5,1.267,1.045,0.917,1.667,1.0,0.9,2.25,2.0,1.118
210,2006.0,1133.0,77.0,1242.0,73.0,0.0,0.0,1.13,1.115,0.636,0.857,0.7,0.594,1.0,1.042,0.647,1.125,2.0,1.0,1.471
211,2006.0,1137.0,59.0,1116.0,55.0,1.0,0.0,0.895,0.936,5.5,1.75,0.933,0.75,0.667,1.05,0.769,1.077,2.5,0.5,1.133
212,2006.0,1163.0,72.0,1107.0,59.0,1.0,0.0,1.125,0.885,2.0,1.067,1.429,1.625,0.875,1.5,1.417,1.333,0.545,5.0,0.643
213,2006.0,1206.0,75.0,1277.0,65.0,0.0,0.0,0.897,1.224,2.0,2.167,0.25,0.192,0.6,0.6,2.429,0.714,0.5,0.333,2.3
214,2006.0,1207.0,54.0,1320.0,49.0,1.0,0.0,1.176,0.958,0.714,0.731,1.125,1.167,0.889,1.091,1.5,1.125,1.0,1.333,0.8
215,2006.0,1246.0,69.0,1412.0,64.0,0.0,0.0,1.316,0.951,1.0,0.96,0.346,0.567,0.65,0.926,1.417,1.25,2.5,2.333,1.25
216,2006.0,1272.0,94.0,1331.0,78.0,0.0,0.0,0.757,0.869,0.636,0.682,1.667,1.25,0.583,0.81,0.875,1.0,0.4,2.0,0.81
217,2006.0,1301.0,58.0,1143.0,52.0,1.0,0.0,1.05,0.894,1.0,1.0,1.571,1.7,0.778,1.059,1.111,0.846,0.714,1.0,0.833
218,2006.0,1314.0,69.0,1293.0,65.0,1.0,0.0,0.88,0.738,0.714,0.667,2.5,2.083,0.706,1.562,3.0,1.308,1.111,1.5,0.632
219,2006.0,1322.0,64.0,1234.0,63.0,0.0,0.0,0.783,0.683,0.667,0.783,2.333,1.857,0.643,1.588,0.588,1.727,0.444,1.25,0.81
220,2006.0,1326.0,70.0,1172.0,62.0,0.0,0.0,1.0,1.046,1.0,1.0,0.385,0.304,0.933,1.071,1.3,2.25,0.5,0.75,1.538
221,2006.0,1338.0,79.0,1245.0,64.0,0.0,0.0,0.742,1.283,1.5,1.571,0.818,0.867,3.5,0.625,0.667,0.833,1.5,0.143,1.462
222,2006.0,1400.0,60.0,1335.0,52.0,0.0,0.0,0.944,1.178,5.0,2.7,0.364,0.5,0.786,0.357,1.429,0.727,1.0,0.167,1.429
223,2006.0,1437.0,58.0,1284.0,45.0,1.0,0.0,1.143,1.268,1.75,1.471,1.462,1.353,2.5,1.0,0.583,0.722,1.857,0.333,1.0
224,2006.0,1452.0,64.0,1356.0,46.0,1.0,0.0,1.1,1.064,2.75,2.462,4.5,2.75,1.5,1.1,1.25,0.733,1.143,1.5,0.714
225,2006.0,1130.0,69.0,1285.0,56.0,1.0,0.0,1.35,1.145,1.143,0.85,0.778,0.818,2.5,1.261,0.842,1.143,0.667,3.0,0.846
226,2006.0,1181.0,74.0,1203.0,61.0,1.0,0.0,1.0,0.647,1.2,0.889,1.857,1.947,0.474,1.5,1.2,1.286,0.5,3.333,0.517
227,2006.0,1196.0,82.0,1454.0,60.0,1.0,0.0,1.364,0.918,1.143,1.0,1.556,1.118,0.714,1.632,1.7,0.909,1.0,2.333,1.056
228,2006.0,1211.0,90.0,1231.0,80.0,1.0,0.0,0.903,0.884,0.125,0.306,16.0,6.833,1.0,1.125,0.722,0.538,4.5,0.667,0.483
229,2006.0,1261.0,58.0,1401.0,57.0,0.0,0.0,1.158,0.981,3.0,1.083,0.389,0.522,0.833,1.13,1.8,1.308,1.75,0.5,1.833
230,2006.0,1417.0,62.0,1104.0,59.0,1.0,0.0,1.263,1.205,4.5,2.273,0.263,0.52,0.7,0.7,1.7,0.733,0.714,1.333,1.333
231,2006.0,1449.0,67.0,1228.0,64.0,0.0,0.0,1.471,1.4,1.0,1.2,0.321,0.282,1.25,0.926,1.875,1.091,0.8,0.2,1.647
232,2006.0,1455.0,80.0,1397.0,73.0,0.0,0.0,1.125,1.396,1.111,1.933,0.391,0.448,2.0,0.8,0.938,0.769,3.0,3.5,1.667
233,2006.0,1133.0,72.0,1338.0,66.0,0.0,0.0,1.136,1.034,3.0,3.333,0.385,0.344,0.75,1.083,0.786,1.75,0.25,1.0,1.438
234,2006.0,1163.0,87.0,1246.0,83.0,1.0,0.0,1.069,1.0,0.5,0.542,1.235,1.667,1.182,0.957,1.067,0.857,1.0,1.0,0.762
235,2006.0,1206.0,65.0,1314.0,60.0,0.0,0.0,1.0,1.103,2.5,1.875,0.267,0.211,1.182,1.0,1.143,1.625,0.429,5.0,1.875
236,2006.0,1207.0,70.0,1326.0,52.0,1.0,0.0,1.421,1.234,1.2,0.875,1.111,1.333,4.0,1.19,1.8,0.727,1.5,1.25,0.714
237,2006.0,1272.0,72.0,1137.0,56.0,1.0,0.0,1.533,1.171,3.5,1.333,0.792,0.897,0.636,0.818,1.875,0.474,2.5,2.0,1.0
238,2006.0,1400.0,75.0,1301.0,54.0,0.0,0.0,0.846,1.0,0.375,1.158,0.467,0.632,0.667,0.759,0.588,1.3,0.875,1.0,1.214
239,2006.0,1437.0,82.0,1112.0,78.0,0.0,0.0,1.0,1.25,0.556,0.895,1.0,1.0,1.667,0.737,1.154,0.769,1.167,0.5,1.0
240,2006.0,1452.0,67.0,1322.0,54.0,1.0,0.0,0.857,0.836,1.167,1.1,4.0,3.0,0.471,0.833,0.846,0.583,1.857,0.667,0.625
241,2006.0,1261.0,62.0,1181.0,54.0,1.0,0.0,1.333,0.938,0.4,0.269,0.923,1.438,0.941,1.074,1.167,0.938,0.778,1.8,0.889
242,2006.0,1272.0,80.0,1133.0,64.0,1.0,0.0,1.55,1.0,1.2,0.938,0.632,0.667,0.786,1.429,1.833,0.765,2.5,2.333,1.0
243,2006.0,1400.0,74.0,1452.0,71.0,1.0,0.0,1.12,1.055,0.267,0.576,2.333,2.5,5.667,2.154,1.0,1.625,2.667,1.0,0.857
244,2006.0,1417.0,73.0,1211.0,71.0,1.0,0.0,0.958,1.118,2.0,2.1,1.05,1.154,1.091,0.769,0.857,0.588,1.667,1.0,1.0
245,2006.0,1163.0,98.0,1449.0,92.0,0.0,0.0,1.259,1.569,0.6,1.053,0.529,0.489,1.7,0.656,0.6,0.654,2.714,0.6,1.65
246,2006.0,1196.0,57.0,1207.0,53.0,1.0,0.0,0.905,0.833,1.0,0.619,2.333,2.125,0.692,1.158,0.467,1.0,0.5,2.0,0.875
247,2006.0,1206.0,63.0,1455.0,55.0,0.0,0.0,1.0,1.455,0.375,1.5,0.8,0.739,8.5,0.867,0.667,1.0,0.8,0.2,1.312
248,2006.0,1437.0,60.0,1130.0,59.0,0.0,0.0,1.095,0.817,1.25,1.0,0.571,0.85,0.733,1.333,2.0,1.909,0.455,3.0,1.0
249,2006.0,1261.0,70.0,1400.0,60.0,1.0,0.0,1.333,0.957,0.3,0.621,1.375,1.455,0.643,1.065,1.286,0.833,1.143,1.0,0.812
250,2006.0,1417.0,50.0,1272.0,45.0,0.0,0.0,1.214,1.35,1.0,2.125,0.45,0.385,1.231,1.087,0.714,1.059,2.0,0.5,2.071
251,2006.0,1196.0,75.0,1437.0,62.0,0.0,0.0,0.818,1.352,1.0,1.353,0.815,0.871,1.368,0.412,0.571,0.375,3.0,0.75,1.091
252,2006.0,1206.0,86.0,1163.0,84.0,0.0,0.0,1.033,1.1,0.778,1.222,0.882,0.76,0.933,0.909,1.154,0.818,1.0,3.5,1.176
253,2006.0,1196.0,73.0,1206.0,58.0,1.0,0.0,1.0,0.946,6.0,2.273,1.5,1.357,1.455,1.5,1.333,1.364,0.625,2.0,0.8
254,2006.0,1417.0,59.0,1261.0,45.0,0.0,0.0,0.762,0.98,0.2,0.333,1.083,1.647,0.933,0.704,0.4,0.882,0.9,1.4,0.75
255,2006.0,1196.0,73.0,1417.0,57.0,1.0,0.0,1.182,0.951,2.0,1.118,1.5,1.429,0.643,1.0,1.909,0.5,2.333,10.0,0.591
256,2007.0,1310.0,77.0,1197.0,69.0,1.0,0.0,0.828,0.969,2.0,1.588,3.0,1.556,1.133,0.926,0.769,0.846,0.833,0.667,0.654
257,2007.0,1130.0,84.0,1403.0,75.0,1.0,0.0,1.0,0.877,1.143,1.176,2.0,2.222,1.0,1.5,1.455,1.333,0.75,9.0,0.667
258,2007.0,1139.0,57.0,1330.0,46.0,1.0,0.0,1.056,0.836,2.25,1.2,1.667,2.286,0.75,1.182,2.75,1.0,0.75,0.75,0.714
259,2007.0,1207.0,80.0,1125.0,55.0,1.0,0.0,1.45,0.946,1.167,0.615,1.667,1.176,0.8,1.8,1.7,1.0,1.5,4.0,1.0
260,2007.0,1231.0,70.0,1211.0,57.0,1.0,0.0,1.211,1.036,1.286,1.316,1.25,1.0,2.0,1.375,1.071,1.3,0.5,0.4,0.824
261,2007.0,1257.0,78.0,1390.0,58.0,1.0,0.0,1.19,1.0,2.333,1.417,1.615,1.037,0.471,0.9,1.2,0.619,5.5,1.0,1.136
262,2007.0,1268.0,82.0,1172.0,70.0,1.0,0.0,1.292,0.971,0.6,0.459,1.167,1.357,1.462,1.591,1.118,1.294,0.615,2.0,0.882
263,2007.0,1277.0,61.0,1266.0,49.0,0.0,0.0,0.682,1.146,2.5,2.9,0.692,1.0,3.0,0.708,0.412,1.0,1.0,1.333,1.056
264,2007.0,1314.0,86.0,1184.0,65.0,0.0,0.0,0.757,1.035,1.0,1.692,0.5,0.545,0.545,0.37,0.583,0.727,1.714,0.167,1.625
265,2007.0,1326.0,78.0,1148.0,57.0,1.0,0.0,1.474,1.019,1.1,0.769,1.222,1.8,1.5,1.238,1.75,0.833,1.25,0.667,0.417
266,2007.0,1338.0,79.0,1460.0,58.0,1.0,0.0,1.304,0.797,2.0,1.05,1.286,1.167,0.615,2.118,1.75,2.125,0.333,7.0,0.8
267,2007.0,1401.0,68.0,1335.0,52.0,1.0,0.0,1.143,0.879,1.25,0.65,2.5,3.375,1.375,1.526,1.25,0.8,2.0,5.0,0.684
268,2007.0,1417.0,70.0,1451.0,42.0,0.0,0.0,0.481,0.655,0.1,0.316,2.5,2.444,0.462,0.864,0.444,1.308,0.833,0.6,0.722
269,2007.0,1433.0,79.0,1181.0,77.0,1.0,0.0,0.963,1.052,3.0,1.455,0.9,0.75,0.778,0.708,1.273,0.647,2.6,0.167,1.368
270,2007.0,1435.0,77.0,1203.0,44.0,0.0,0.0,0.5,0.787,0.25,0.452,1.154,1.562,0.933,0.846,0.273,1.818,0.5,1.667,0.727
271,2007.0,1450.0,70.0,1331.0,54.0,0.0,0.0,0.704,0.93,1.2,1.615,0.909,1.333,1.273,0.8,0.917,2.0,1.0,0.5,0.812
272,2007.0,1462.0,79.0,1140.0,77.0,1.0,0.0,0.828,0.836,0.889,0.895,2.3,2.231,0.867,1.143,1.2,1.0,1.5,2.0,0.826
273,2007.0,1196.0,112.0,1238.0,69.0,1.0,0.0,1.72,1.058,1.667,1.273,1.231,1.929,3.429,3.167,2.7,1.5,0.625,6.0,0.65
274,2007.0,1242.0,107.0,1310.0,67.0,1.0,0.0,1.905,1.121,6.5,1.158,0.609,0.765,0.812,1.37,3.222,0.571,1.167,7.0,1.529
275,2007.0,1246.0,67.0,1437.0,58.0,0.0,0.0,0.9,1.25,1.4,1.105,0.682,0.645,1.0,0.741,0.667,0.727,1.0,0.4,1.222
276,2007.0,1272.0,73.0,1317.0,58.0,0.0,0.0,0.76,0.855,1.0,0.625,0.842,0.815,0.55,0.92,1.0,1.188,1.0,0.625,1.316
277,2007.0,1305.0,77.0,1166.0,71.0,0.0,0.0,1.071,1.145,0.429,0.95,0.571,0.706,0.733,0.606,0.75,0.316,5.0,0.111,1.062
278,2007.0,1332.0,58.0,1275.0,56.0,0.0,0.0,1.105,1.0,1.4,1.25,0.467,0.588,0.75,1.05,1.0,1.4,0.333,4.0,1.25
279,2007.0,1345.0,72.0,1112.0,63.0,1.0,0.0,1.143,1.235,1.25,1.133,1.118,1.611,2.111,0.87,0.625,0.471,2.0,0.167,0.783
280,2007.0,1356.0,61.0,1221.0,51.0,1.0,0.0,1.286,0.976,2.0,1.091,1.045,0.968,0.818,1.0,1.1,0.9,1.0,3.0,0.913
281,2007.0,1397.0,121.0,1253.0,86.0,1.0,0.0,1.344,1.123,1.167,1.286,2.1,2.143,1.778,1.421,2.273,0.462,5.5,1.333,0.87
282,2007.0,1400.0,79.0,1308.0,67.0,0.0,0.0,1.0,1.216,1.75,1.562,0.4,0.462,1.778,0.857,1.273,1.133,0.625,0.25,1.571
283,2007.0,1424.0,67.0,1210.0,63.0,0.0,0.0,1.316,1.017,0.375,0.367,0.476,0.63,0.875,1.0,0.733,1.222,1.2,0.8,1.15
284,2007.0,1425.0,77.0,1116.0,60.0,0.0,0.0,0.84,1.14,0.75,1.538,0.652,0.8,1.111,0.533,0.5,0.917,0.625,0.6,1.111
285,2007.0,1438.0,84.0,1107.0,57.0,1.0,0.0,1.364,0.966,1.125,0.654,3.0,2.571,1.25,2.0,1.0,0.889,1.5,1.25,0.737
286,2007.0,1439.0,54.0,1228.0,52.0,0.0,0.0,1.267,1.071,1.0,1.214,0.444,0.536,2.25,1.556,1.091,2.333,0.273,0.25,1.833
287,2007.0,1457.0,74.0,1323.0,64.0,0.0,0.0,1.0,1.081,0.5,1.048,0.4,0.684,1.2,0.879,0.5,1.0,2.0,0.333,1.375
288,2007.0,1458.0,76.0,1394.0,63.0,1.0,0.0,1.1,1.196,1.167,1.667,1.471,1.2,1.571,0.852,0.812,0.588,1.6,0.8,0.808
289,2007.0,1139.0,62.0,1268.0,59.0,0.0,0.0,1.0,0.942,0.5,0.423,1.75,2.5,1.75,1.533,0.929,1.417,0.4,8.0,0.867
290,2007.0,1207.0,62.0,1130.0,55.0,0.0,0.0,0.955,1.058,1.5,1.312,0.5,0.579,0.941,0.81,0.75,0.9,1.0,0.429,1.214
291,2007.0,1314.0,81.0,1277.0,67.0,0.0,0.0,0.88,1.135,1.333,1.25,0.6,0.5,0.786,0.692,1.25,1.0,0.833,0.333,1.588
292,2007.0,1326.0,78.0,1462.0,71.0,0.0,0.0,1.0,0.968,0.889,1.095,0.647,0.8,0.417,0.697,1.3,0.643,0.8,0.333,1.105
293,2007.0,1338.0,84.0,1433.0,79.0,0.0,0.0,0.935,1.246,1.167,1.917,0.875,0.63,1.071,0.679,0.65,0.438,1.8,0.5,1.294
294,2007.0,1401.0,72.0,1257.0,69.0,1.0,0.0,0.95,0.911,1.0,0.444,1.208,1.258,0.75,0.864,1.8,0.786,2.0,0.143,0.821
295,2007.0,1417.0,54.0,1231.0,49.0,0.0,0.0,1.0,1.106,2.5,1.778,0.556,0.875,1.444,0.862,0.8,1.2,0.667,2.0,1.0
296,2007.0,1435.0,78.0,1450.0,74.0,0.0,0.0,1.0,0.952,0.7,0.704,0.929,0.944,0.818,0.964,1.231,1.118,0.833,2.0,0.941
297,2007.0,1196.0,74.0,1345.0,67.0,1.0,0.0,0.75,0.712,1.0,1.059,4.5,2.385,0.636,1.412,0.733,1.25,0.583,4.0,0.609
298,2007.0,1242.0,88.0,1246.0,76.0,1.0,0.0,1.25,0.914,1.0,0.615,1.0,1.0,0.6,1.235,1.118,0.917,1.4,2.5,0.955
299,2007.0,1272.0,78.0,1305.0,62.0,0.0,0.0,0.913,0.966,0.833,1.235,0.577,0.5,0.625,0.833,1.6,1.4,0.714,1.0,1.375
300,2007.0,1332.0,75.0,1457.0,61.0,1.0,0.0,1.125,0.918,1.375,0.742,2.0,1.5,0.556,1.05,0.615,0.667,1.0,0.333,0.929
301,2007.0,1356.0,63.0,1439.0,48.0,0.0,0.0,1.0,1.07,0.167,0.619,0.615,0.696,0.833,1.0,0.273,1.222,0.6,0.667,1.105
302,2007.0,1397.0,77.0,1438.0,74.0,1.0,0.0,1.222,1.125,1.571,1.0,0.71,0.889,2.0,1.174,2.4,1.333,1.4,0.2,0.962
303,2007.0,1424.0,74.0,1458.0,68.0,1.0,0.0,1.143,1.02,2.0,0.952,0.762,0.741,0.857,1.125,0.857,1.125,0.5,2.0,1.048
304,2007.0,1425.0,87.0,1400.0,68.0,1.0,0.0,1.125,0.922,0.857,0.571,2.077,2.375,1.182,1.25,1.3,0.714,2.0,0.667,0.593
305,2007.0,1242.0,61.0,1356.0,58.0,0.0,0.0,0.84,1.357,6.0,4.167,1.0,0.737,2.833,0.7,0.562,0.789,0.667,2.0,1.312
306,2007.0,1272.0,65.0,1401.0,64.0,1.0,0.0,0.821,0.915,1.667,1.7,2.8,2.1,0.917,0.833,0.571,1.0,0.5,6.0,0.75
307,2007.0,1326.0,85.0,1397.0,84.0,1.0,0.0,0.9,0.823,0.5,0.71,2.875,2.059,0.8,1.042,0.929,1.143,0.75,5.0,0.708
308,2007.0,1417.0,64.0,1338.0,55.0,0.0,0.0,1.111,1.31,1.4,1.231,0.348,0.538,1.333,0.704,1.3,0.714,5.0,1.0,1.278
309,2007.0,1196.0,65.0,1139.0,57.0,1.0,0.0,0.85,0.68,1.143,1.0,2.3,2.154,0.545,1.5,1.125,1.444,0.143,6.0,0.64
310,2007.0,1207.0,66.0,1435.0,65.0,1.0,0.0,1.19,1.098,0.889,0.704,0.571,0.7,2.0,1.333,0.824,2.2,0.6,0.75,1.125
311,2007.0,1314.0,74.0,1425.0,64.0,1.0,0.0,1.154,1.262,0.4,0.778,1.714,1.889,2.0,0.897,0.846,0.5,1.2,0.571,0.737
312,2007.0,1332.0,76.0,1424.0,72.0,0.0,0.0,1.217,1.542,0.692,1.435,0.412,0.545,2.714,0.633,1.182,0.471,2.0,1.0,1.05
313,2007.0,1326.0,92.0,1272.0,76.0,0.0,0.0,1.0,1.275,2.0,1.294,0.4,0.488,1.667,0.8,1.111,1.375,0.625,1.5,1.933
314,2007.0,1417.0,68.0,1242.0,55.0,0.0,0.0,0.958,1.244,0.5,0.471,0.417,0.611,1.4,0.667,1.417,0.84,1.133,2.0,1.357
315,2007.0,1196.0,85.0,1332.0,77.0,1.0,0.0,0.852,0.828,1.375,1.091,1.867,2.688,1.875,1.5,0.769,1.385,0.625,2.5,0.467
316,2007.0,1207.0,96.0,1314.0,84.0,0.0,0.0,0.658,1.076,0.625,1.429,2.417,1.889,1.909,0.815,0.577,0.9,1.25,0.364,1.056
317,2007.0,1196.0,76.0,1417.0,66.0,1.0,0.0,0.96,0.703,1.8,0.957,1.727,2.385,1.333,1.75,0.833,5.333,0.333,6.0,0.654
318,2007.0,1326.0,67.0,1207.0,60.0,0.0,0.0,1.0,0.895,1.75,1.5,0.231,0.421,0.562,1.0,1.308,1.75,0.375,1.0,1.5
319,2007.0,1196.0,84.0,1326.0,75.0,1.0,0.0,0.867,0.828,2.5,0.783,2.0,1.471,1.0,1.556,1.1,2.143,0.455,0.75,0.95
320,2008.0,1291.0,69.0,1164.0,60.0,1.0,0.0,0.76,0.965,1.25,1.176,4.333,2.462,1.625,1.077,1.111,1.0,3.5,0.5,0.727
321,2008.0,1181.0,71.0,1125.0,70.0,0.0,0.0,1.04,1.017,1.333,1.095,0.667,0.714,0.692,0.889,1.333,0.933,0.636,1.0,1.235
322,2008.0,1242.0,85.0,1340.0,61.0,1.0,0.0,1.571,1.109,1.333,1.0,0.7,1.071,1.154,1.278,1.909,0.688,1.25,1.0,0.833
323,2008.0,1243.0,80.0,1425.0,67.0,1.0,0.0,1.381,1.2,1.167,1.333,0.789,0.963,2.333,1.278,1.25,1.182,1.167,0.25,0.875
324,2008.0,1266.0,74.0,1246.0,66.0,1.0,0.0,1.0,1.083,0.625,0.65,1.917,1.706,1.667,1.118,0.769,0.583,1.25,0.6,0.818
