Season,WTeamID,WTeamSeed,WScore,LTeamID,LTeamSeed,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,WEnd_MAS,WEnd_MOR,WEnd_POM,WEnd_SAG,LEnd_MAS,LEnd_MOR,LEnd_POM,LEnd_SAG
2005,1314,Z01,75,1228,X01,70,N,0,27,52,9,16,12,19,8,26,12,10,4,2,13,27,70,12,40,4,6,17,22,18,8,8,1,18,3,1,2,2,1,3,1,2
2005,1153,Y07,76,1234,Y10,64,N,0,27,57,9,18,13,22,9,27,18,8,5,8,19,20,59,5,17,19,25,16,27,5,11,6,1,20,23,22,21,20,30,34,28,28
2005,1314,Z01,92,1235,Z09,65,N,0,31,65,8,25,22,37,15,35,20,13,14,4,18,27,76,4,13,7,17,20,27,20,17,8,2,23,3,1,2,2,39,38,45,48
2005,1137,Z14,64,1242,Z03,63,N,0,22,55,8,31,12,16,9,21,17,9,10,1,21,20,46,1,11,22,27,8,26,14,13,5,3,15,125,153,114,120,7,18,12,9
2005,1277,Y05,94,1246,Y02,88,N,2,30,64,10,19,24,30,17,23,15,13,6,3,20,31,69,9,19,17,23,16,21,14,11,7,3,25,16,10,5,11,9,13,11,7
2005,1228,X01,72,1257,W04,57,N,0,27,56,12,30,6,8,10,28,21,7,4,0,12,21,54,6,20,9,12,7,19,10,5,5,4,13,1,3,1,2,14,6,10,8
2005,1412,X11,82,1261,X06,68,N,0,27,59,7,16,21,36,11,24,15,15,8,2,23,23,64,6,31,16,22,16,26,10,21,6,5,26,61,50,55,51,31,24,35,30
2005,1314,Z01,87,1277,Y05,71,N,0,35,71,6,20,11,17,13,38,18,13,5,6,17,25,74,7,23,14,18,15,27,15,12,10,4,19,3,1,2,2,16,10,5,11
2005,1235,Z09,64,1278,Z08,53,N,0,25,57,2,8,12,19,15,24,11,13,12,8,17,21,63,5,23,6,10,20,21,8,17,9,1,18,39,38,45,48,36,54,35,38
2005,1181,Y01,63,1280,Y09,55,N,0,19,50,8,21,17,21,13,30,8,16,8,6,22,20,62,4,13,11,21,18,21,9,10,7,5,19,6,2,4,3,34,32,41,32
2005,1449,W01,88,1285,W16,77,N,0,32,58,9,19,15,22,9,23,19,16,9,1,14,33,65,9,20,2,8,12,21,15,18,5,0,16,3,10,12,5,180,177,197,184
2005,1458,Z06,65,1301,Z10,56,N,0,21,42,4,10,19,25,4,31,7,18,2,0,14,19,50,9,22,9,13,2,19,12,13,10,5,25,17,20,22,19,44,15,28,32
2005,1228,X01,71,1305,X09,59,N,0,26,49,2,12,17,20,6,26,18,16,9,3,18,20,54,3,9,16,25,12,20,10,14,10,1,17,1,3,1,2,39,59,41,39
2005,1437,Z05,55,1307,Z12,47,N,0,15,53,8,29,17,24,18,29,9,20,12,4,15,17,57,4,25,9,12,12,23,6,17,9,4,20,20,15,9,17,51,35,30,43
2005,1328,Y03,84,1310,Y14,67,N,0,34,74,3,13,13,15,14,34,16,14,9,3,14,24,68,6,28,13,15,11,26,12,16,8,2,16,13,13,14,10,145,120,115,128
2005,1458,Z06,57,1320,Z11,52,N,0,20,48,11,26,6,10,5,25,14,8,3,2,13,22,53,4,17,4,8,8,27,8,8,4,2,15,17,20,22,19,44,81,51,42
2005,1314,Z01,96,1324,Z16b,68,N,0,37,58,12,19,10,19,15,24,27,15,9,3,13,25,58,6,15,12,18,11,11,12,10,9,0,16,3,1,2,2,186,177,179,190
2005,1196,Z04,67,1325,Z13,62,N,0,21,54,7,23,18,19,11,21,15,16,11,8,21,18,46,9,18,17,26,10,23,8,20,8,5,21,24,7,16,17,73,112,93,86
2005,1428,Y06,67,1328,Y03,58,N,0,22,37,5,8,18,28,9,30,15,20,2,2,19,21,66,2,19,14,19,19,14,3,7,8,3,24,23,28,19,24,13,13,14,10
2005,1112,X03,79,1329,X02,78,N,0,31,47,7,14,10,17,8,23,17,14,3,5,17,29,66,10,23,10,13,16,11,17,8,10,0,17,6,12,15,13,10,10,7,7
2005,1277,Y05,89,1330,Y12,81,N,0,29,51,3,14,28,36,5,25,11,13,9,1,22,26,61,7,20,22,26,10,20,13,15,9,1,29,16,10,5,11,54,76,67,53
2005,1449,W01,97,1334,W08,79,N,0,36,64,9,23,16,19,12,23,17,7,2,3,20,30,67,8,24,11,17,17,14,13,8,4,1,18,3,10,12,5,23,63,36,26
2005,1130,X04,85,1335,X13,65,N,0,30,52,8,12,17,25,8,33,24,19,8,6,14,25,71,10,30,5,10,16,18,17,17,11,2,19,10,25,21,17,111,91,84,74
2005,1334,W08,79,1338,W09,71,N,0,26,55,10,20,17,23,10,25,15,12,2,1,18,25,59,8,23,13,18,10,20,10,10,7,3,20,23,63,36,26,28,21,22,28
2005,1329,X02,85,1356,X07,77,N,0,25,46,6,12,29,33,8,22,18,14,3,0,23,23,56,6,19,25,30,12,16,14,11,8,0,28,10,10,7,7,22,55,28,30
2005,1329,X02,63,1368,X15,50,N,0,18,37,4,7,23,29,8,22,13,17,11,1,13,20,45,3,10,7,10,5,14,10,17,12,2,22,10,10,7,7,156,176,140,146
2005,1356,X07,65,1388,X10,56,N,0,25,61,4,12,11,14,12,21,12,10,8,2,22,17,51,4,20,18,22,16,26,3,20,2,2,17,22,55,28,30,36,7,62,56
2005,1280,Y09,93,1390,Y08,70,N,0,32,57,9,17,20,26,10,29,13,9,3,6,19,24,63,4,18,18,25,12,18,9,5,6,3,19,34,32,41,32,30,38,40,49
2005,1436,Y13,60,1393,Y04,57,N,1,22,59,7,21,9,11,13,17,14,16,10,0,12,23,55,3,12,8,9,14,23,8,24,9,3,12,66,117,77,44,16,20,16,18
2005,1305,X09,61,1400,X08,57,N,0,23,62,3,14,12,18,16,33,11,8,4,7,14,24,68,5,10,4,6,13,27,2,5,5,6,16,39,59,41,39,29,30,29,25
2005,1452,W07,65,1403,W06,60,N,0,24,51,9,22,8,13,11,20,14,18,5,3,15,24,56,1,8,11,16,15,19,10,16,11,1,15,36,39,42,45,25,37,40,24
2005,1112,X03,85,1412,X11,63,N,0,30,57,7,22,18,23,11,28,16,16,7,7,14,21,64,6,30,15,18,15,17,15,14,9,2,22,6,12,15,13,61,50,55,51
2005,1163,Z02,77,1416,Z15,71,N,0,29,58,3,6,16,25,14,29,17,13,7,6,13,21,61,11,28,18,21,12,17,16,10,10,6,21,14,6,6,13,140,183,187,170
2005,1403,W06,78,1417,W11,66,N,0,32,52,3,7,11,16,4,28,21,14,7,2,14,26,60,6,20,8,15,9,18,16,13,5,2,15,25,37,40,24,25,39,45,46
2005,1257,W04,68,1418,W13,62,N,0,22,57,6,22,18,27,16,20,12,11,5,2,19,24,53,4,12,10,18,13,24,14,18,7,0,21,14,6,10,8,75,70,62,81
2005,1246,Y02,62,1428,Y06,52,N,0,24,39,4,13,10,19,4,21,10,14,6,2,25,17,41,4,10,14,28,9,16,10,12,5,0,20,9,13,11,7,23,28,19,24
2005,1112,X03,66,1429,X14,53,N,0,23,49,6,14,14,18,9,24,9,11,3,6,12,20,55,7,19,6,10,12,20,15,12,6,3,16,6,12,15,13,87,31,28,52
2005,1428,Y06,60,1431,Y11,54,N,0,21,49,6,24,12,20,15,25,15,18,7,4,13,22,53,2,9,8,9,5,17,13,10,6,1,20,23,28,19,24,53,59,68,57
2005,1277,Y05,72,1436,Y13,61,N,0,27,56,2,12,16,22,12,27,12,9,4,4,16,22,70,7,22,10,14,23,18,5,9,4,0,19,16,10,5,11,66,117,77,44
2005,1314,Z01,67,1437,Z05,66,N,0,20,48,8,19,19,24,12,30,11,17,3,3,24,23,61,8,28,12,19,14,19,7,9,5,5,21,3,1,2,2,20,15,9,17
2005,1452,W07,111,1448,W02,105,N,2,37,70,7,21,30,39,10,25,20,11,5,5,26,36,71,9,23,24,36,17,29,23,18,7,3,28,36,39,42,45,4,5,4,4
2005,1257,W04,93,1449,W01,79,N,0,31,56,11,26,20,28,10,34,17,17,8,4,18,28,67,6,25,17,28,13,20,15,11,9,0,25,14,6,10,8,3,10,12,5
2005,1257,W04,93,1452,W07,85,N,1,32,58,11,28,18,29,15,19,19,11,8,4,18,26,47,18,27,15,19,4,15,23,14,5,2,19,14,6,10,8,36,39,42,45
2005,1228,X01,77,1454,X12,63,N,0,28,57,9,20,12,15,8,25,20,9,7,2,20,22,57,7,29,12,18,13,22,12,12,4,3,12,1,3,1,2,56,57,38,37
2005,1211,W03,74,1457,W14,64,N,0,27,59,5,16,15,22,11,29,13,10,5,5,14,22,60,10,26,10,12,10,26,16,13,4,0,19,10,31,15,21,108,141,96,106
2005,1314,Z01,88,1458,Z06,82,N,0,34,64,5,16,15,18,12,21,19,9,5,5,15,30,61,11,24,11,13,10,19,17,12,5,0,17,3,1,2,2,17,20,22,19
2006,1228,Z04,78,1102,Z13,69,N,0,29,50,8,22,12,14,7,21,17,11,6,1,17,21,41,13,27,14,18,1,14,15,11,7,1,13,,8,9,6,,48,38,42
2006,1417,X02,62,1104,X10,59,N,0,24,47,9,25,5,13,7,14,17,11,5,4,20,19,39,2,11,19,25,10,20,10,15,7,3,15,,11,13,21,,36,65,51
2006,1163,Z01,72,1107,Z16,59,N,0,27,46,8,16,10,13,7,21,17,16,6,5,9,24,52,4,15,7,8,8,14,12,12,11,1,14,,2,2,2,,163,147,156
2006,1437,Y01,82,1112,Y08,78,N,0,28,52,9,19,17,20,12,19,13,13,6,4,19,28,65,5,17,17,20,20,14,15,10,7,2,19,,6,3,3,,24,34,41
2006,1137,X09,59,1116,X08,55,N,0,17,44,11,21,14,18,8,21,10,14,10,2,17,19,47,2,12,15,24,12,20,13,13,4,4,15,,103,47,49,,15,19,22
2006,1417,X02,78,1125,X15,44,N,0,30,56,4,13,14,17,9,36,20,14,11,4,14,17,59,4,19,6,13,9,18,9,14,8,3,16,,11,13,21,,150,143,179
2006,1437,Y01,60,1130,Y04,59,N,1,21,60,4,19,14,20,15,21,9,11,11,2,21,23,49,5,19,8,17,11,28,18,21,5,6,21,,6,3,3,,21,23,20
2006,1272,X01,80,1133,X13,64,N,0,31,60,6,15,12,18,11,30,11,13,10,7,18,20,60,5,16,19,27,14,21,6,17,4,3,18,,12,8,5,,44,33,37
2006,1272,X01,72,1137,X09,56,N,0,23,48,7,16,19,26,7,18,15,9,10,2,20,15,41,2,12,24,29,11,22,8,19,4,0,20,,12,8,5,,103,47,49
2006,1301,W10,58,1143,W07,52,N,0,21,42,5,16,11,17,7,18,10,11,5,1,15,20,47,5,16,7,10,9,17,9,13,7,1,18,,25,22,18,,49,48,53
2006,1206,Z11,86,1163,Z01,84,N,1,30,60,9,18,17,25,15,22,13,11,6,2,17,31,66,7,22,15,19,14,20,15,9,6,7,20,,77,31,38,,2,2,2
2006,1326,Y02,70,1172,Y15,62,N,0,26,65,5,22,13,23,15,28,10,4,2,4,13,26,68,5,22,5,7,14,30,13,9,1,3,20,,7,5,7,,128,121,125
2006,1261,W04,62,1181,W01,54,N,0,24,61,2,7,12,23,16,29,14,15,7,9,16,18,65,5,26,13,16,17,27,12,16,9,5,18,,16,12,10,,4,1,1
2006,1181,W01,74,1203,W08,61,N,0,21,44,6,16,26,37,9,30,12,18,4,10,15,21,68,5,18,14,19,19,20,10,14,8,3,29,,4,1,1,,29,20,14
2006,1196,Y03,73,1206,Z11,58,N,0,23,53,12,25,15,19,16,24,8,15,5,4,12,23,56,2,11,10,14,11,16,6,11,8,2,15,,10,10,9,,77,31,38
2006,1196,Y03,57,1207,Y07,53,N,0,19,45,5,13,14,17,9,22,7,12,4,8,14,21,54,5,21,6,8,13,19,15,12,8,4,16,,10,10,9,,20,17,19
2006,1417,X02,73,1211,X03,71,N,0,23,57,6,21,21,30,12,20,12,10,5,4,22,24,51,3,10,20,26,11,26,14,17,3,4,22,,11,13,21,,37,29,16
2006,1284,Y16b,71,1214,Y16a,49,N,0,27,61,10,26,7,9,7,31,21,9,2,10,11,19,63,4,15,7,13,15,27,7,13,4,4,11,,210,202,196,,280,277,284
2006,1449,Z05,67,1228,Z04,64,N,0,17,45,5,15,28,39,8,27,8,11,5,5,17,25,63,5,18,9,11,10,25,15,12,4,0,28,,9,15,15,,8,9,6
2006,1211,X03,90,1231,X06,80,N,0,28,61,2,11,32,41,14,27,13,7,9,2,14,31,69,16,36,2,6,14,24,18,13,2,3,29,,37,29,16,,35,45,30
2006,1261,W04,80,1233,W13,64,N,0,27,51,5,10,21,27,9,30,16,18,8,11,17,23,61,3,18,15,25,13,16,6,15,10,3,19,,16,12,10,,82,59,59
2006,1322,W14,64,1234,W03,63,N,0,23,60,9,23,9,14,14,17,17,11,9,4,21,18,41,6,18,21,26,9,27,10,19,4,5,17,,126,75,91,,13,18,17
2006,1133,X13,77,1242,X04,73,N,0,23,52,11,21,20,32,11,24,17,16,6,1,17,26,58,7,18,14,19,11,25,11,18,12,1,25,,44,33,37,,5,6,12
2006,1338,X05,79,1245,X12,64,N,0,31,46,6,14,11,15,4,24,18,12,4,7,13,23,59,9,22,9,13,14,15,12,10,6,1,19,,14,11,13,,72,70,76
2006,1163,Z01,87,1246,Z08,83,N,0,31,62,4,13,21,30,13,22,16,12,7,1,16,29,62,8,24,17,18,11,23,15,14,7,1,21,,2,2,2,,22,36,36
2006,1417,X02,59,1261,W04,45,N,0,21,51,5,18,12,17,15,27,10,17,10,5,24,16,50,0,6,13,28,14,19,4,15,9,7,18,,11,13,21,,16,12,10
2006,1104,X10,90,1266,X07,85,N,0,28,55,12,23,22,31,16,16,15,14,4,3,17,32,61,7,22,14,19,13,15,13,12,9,4,22,,36,65,51,,28,24,31
2006,1417,X02,50,1272,X01,45,N,0,14,40,2,8,20,39,13,23,7,17,4,2,14,17,54,2,17,9,15,16,25,5,18,8,1,29,,11,13,21,,12,8,5
2006,1206,Z11,75,1277,Z06,65,N,0,29,49,5,12,12,26,10,30,7,14,4,6,10,26,60,10,26,3,5,6,18,17,10,2,2,23,,77,31,38,,19,28,27
2006,1437,Y01,58,1284,Y16b,45,N,0,16,52,7,25,19,23,15,25,7,13,13,1,17,14,41,4,17,13,17,6,25,12,18,7,3,17,,6,3,3,,210,202,196
2006,1130,Y04,69,1285,Y12,56,N,0,27,63,8,17,7,9,15,29,16,8,2,9,11,20,55,7,20,9,11,6,23,19,7,3,3,13,,21,23,20,,123,99,103
2006,1314,Z03,69,1293,Z14,65,N,0,22,48,5,18,20,25,12,25,15,17,10,3,12,25,65,7,27,8,12,17,16,5,13,9,2,19,,1,7,8,,108,89,93
2006,1400,W02,75,1301,W10,54,N,0,26,56,8,19,15,19,9,29,17,10,8,3,14,22,56,3,22,7,12,6,22,10,13,7,3,17,,3,4,4,,25,22,18
2006,1285,Y12,87,1305,Y05,79,N,0,29,56,6,12,23,27,10,22,18,8,2,2,12,33,70,5,18,8,10,17,19,15,9,5,7,23,,123,99,103,,43,21,28
2006,1206,Z11,65,1314,Z03,60,N,0,23,58,4,16,15,19,11,27,14,8,7,2,8,23,64,10,30,4,4,13,27,16,13,3,10,15,,77,31,38,,1,7,8
2006,1207,Y07,54,1320,Y10,49,N,0,20,46,5,19,9,14,8,24,15,9,4,4,12,17,48,7,26,8,12,9,22,10,8,4,3,15,,20,17,19,,56,25,35
2006,1452,W06,67,1322,W14,54,N,0,18,46,7,22,24,33,8,20,11,14,13,2,15,21,55,6,20,6,11,17,24,13,24,7,3,24,,17,16,23,,126,75,91
2006,1207,Y07,70,1326,Y02,52,N,0,27,58,6,14,10,12,12,25,18,8,6,5,10,19,47,5,16,9,9,3,21,10,11,4,4,14,,20,17,19,,7,5,7
2006,1454,Y11,82,1328,Y06,74,N,0,25,55,6,20,26,32,10,22,13,12,8,1,15,32,61,5,14,5,8,10,25,18,18,8,4,25,,58,69,64,,23,32,29
2006,1272,X01,94,1331,X16,78,N,0,37,61,11,22,9,16,12,21,16,13,10,2,21,28,53,7,15,15,20,7,17,14,13,4,4,17,,12,8,5,,109,128,120
2006,1130,Y04,88,1334,Y13,76,N,2,29,57,6,23,24,29,7,23,22,8,12,2,16,26,63,10,25,14,18,14,23,18,15,4,2,22,,21,23,20,,74,94,79
2006,1400,W02,60,1335,W15,52,N,0,18,45,2,10,22,26,14,28,7,11,4,6,14,17,53,10,27,8,13,11,10,10,8,4,1,20,,3,4,4,,121,110,97
2006,1133,X13,72,1338,X05,66,N,0,22,59,2,6,26,32,16,24,14,8,8,2,16,25,61,6,20,10,11,12,26,11,14,2,2,23,,44,33,37,,14,11,13
2006,1452,W06,64,1356,W11,46,N,0,22,50,11,32,9,11,9,22,15,11,8,3,10,20,47,4,13,2,4,6,20,12,15,7,2,14,,17,16,23,,52,46,44
2006,1231,X06,87,1361,X11,83,N,0,35,71,8,26,9,16,15,16,14,9,11,0,16,31,55,10,18,11,15,10,26,15,16,7,2,19,,35,45,30,,50,52,63
2006,1455,Z07,86,1371,Z10,66,N,0,27,57,10,22,22,32,14,30,19,15,6,3,20,21,61,6,20,18,19,11,25,10,13,10,6,24,,54,39,34,,62,44,55
2006,1196,Y03,76,1375,Y14,50,N,0,29,59,10,25,8,10,8,31,21,11,8,7,9,19,55,9,20,3,6,7,24,8,16,7,3,17,,10,10,9,,76,71,89
2006,1181,W01,70,1380,W16,54,N,0,24,49,5,15,17,20,9,26,15,20,9,8,11,22,62,4,13,6,10,16,16,8,16,14,4,20,,4,1,1,,256,189,220
2006,1401,W12,66,1393,W05,58,N,0,20,56,7,20,19,22,14,24,14,10,8,5,19,20,51,4,19,14,21,11,24,12,12,6,2,16,,31,42,48,,57,64,43
2006,1455,Z07,80,1397,Z02,73,N,0,24,48,9,15,23,29,9,25,16,13,3,2,12,27,67,10,29,9,13,18,20,15,10,9,7,20,,54,39,34,,18,14,11
2006,1261,W04,70,1400,W02,60,N,1,28,66,3,18,11,16,9,33,18,10,8,7,13,21,69,10,29,8,11,14,31,14,12,7,7,16,,16,12,10,,3,4,4
2006,1261,W04,58,1401,W12,57,N,0,19,54,2,12,18,23,12,23,5,13,4,6,12,22,53,6,13,7,12,10,26,9,17,7,3,22,,16,12,10,,31,42,48
2006,1246,Z08,69,1412,Z09,64,N,0,19,61,5,25,26,30,20,27,12,8,2,3,16,25,58,5,24,9,17,13,25,17,10,5,7,20,,22,36,36,,45,43,54
2006,1196,Y03,73,1417,X02,57,N,0,26,58,6,19,15,20,9,26,21,6,7,10,13,22,61,3,17,10,14,14,26,11,12,3,1,22,,10,10,9,,11,13,21
2006,1203,W08,88,1423,W09,85,N,1,31,66,10,22,16,22,15,19,16,10,6,1,20,32,54,11,22,10,18,8,25,20,15,2,1,22,,29,20,14,,69,37,46
2006,1449,Z05,75,1429,Z12,61,N,0,28,59,12,27,7,8,5,17,16,7,11,1,14,25,51,3,13,8,10,9,26,14,22,3,2,14,,9,15,15,,81,63,66
2006,1196,Y03,75,1437,Y01,62,N,0,22,54,4,17,27,31,19,34,14,16,2,8,22,18,73,4,23,22,27,26,14,8,6,6,6,24,,10,10,9,,6,3,3
2006,1163,Z01,98,1449,Z05,92,N,1,27,51,10,19,34,47,10,32,15,26,7,5,20,34,80,6,20,18,23,17,21,9,17,19,3,33,,2,2,2,,9,15,15
2006,1400,W02,74,1452,W06,71,N,0,28,58,4,19,14,20,17,28,19,13,8,1,12,25,55,15,33,6,8,3,13,19,8,3,1,14,,3,4,4,,17,16,23
2006,1196,Y03,82,1454,Y11,60,N,0,30,56,8,20,14,19,10,31,17,10,6,7,19,22,61,7,20,9,17,14,19,10,11,6,3,18,,10,10,9,,58,69,64
2006,1206,Z11,63,1455,Z07,55,N,0,20,44,8,16,15,23,2,30,12,9,5,5,16,20,64,3,24,12,17,17,26,8,9,4,1,21,,77,31,38,,54,39,34
2006,1397,Z02,63,1457,Z15,61,N,0,24,53,5,21,10,14,11,22,12,13,6,6,15,22,56,7,24,10,17,15,20,14,15,7,3,15,,18,14,11,,120,92,71
2006,1112,Y08,94,1458,Y09,75,N,0,35,59,5,10,19,23,11,25,19,9,9,6,19,25,58,10,20,15,22,12,15,19,10,4,3,17,,24,34,41,,34,35,33
2006,1211,X03,79,1462,X14,75,N,0,26,50,6,12,21,27,8,25,11,10,4,4,25,21,51,10,28,23,33,10,21,14,8,4,1,20,,37,29,16,,73,67,58
2007,1438,X04,84,1107,X13,57,N,0,30,56,9,17,15,18,15,26,16,8,3,5,14,22,58,8,26,5,7,12,13,16,9,2,4,19,,40,45,32,,138,151,128
2007,1345,Y09,72,1112,Y08,63,N,0,24,63,5,17,19,29,19,20,10,8,12,1,18,21,51,4,15,17,18,9,23,16,17,6,6,23,,44,26,33,,19,21,13
2007,1425,W05,77,1116,W12,60,N,0,25,50,4,13,23,25,9,30,10,12,8,5,18,21,57,3,20,15,20,10,16,5,11,5,3,20,,38,41,38,,37,39,47
2007,1207,W02,80,1125,W15,55,N,0,29,53,7,16,15,20,12,27,17,12,9,4,16,20,56,6,26,9,17,15,15,10,12,6,1,16,,5,6,10,,128,132,126
2007,1207,W02,62,1130,W07,55,N,0,22,52,4,16,14,19,17,21,12,10,6,7,14,21,55,6,21,7,11,16,17,9,9,6,3,17,,5,6,10,,32,40,29
2007,1196,Y01,65,1139,Y05,57,N,0,17,34,8,19,23,28,6,21,9,13,1,6,16,20,50,7,19,10,13,11,14,8,9,7,0,25,,6,4,4,,65,23,14
2007,1462,X09,79,1140,X08,77,N,0,24,56,8,17,23,29,13,24,12,10,3,4,19,29,67,9,19,10,13,15,21,10,10,2,2,23,,21,32,39,,36,54,43
2007,1326,X01,78,1148,X16,57,N,0,28,54,11,20,11,18,9,26,14,10,5,2,5,19,53,10,26,9,10,6,21,8,12,4,3,12,,12,5,2,,153,176,195
2007,1305,X07,77,1166,X10,71,N,1,28,62,7,20,14,17,15,33,16,19,2,9,16,30,71,3,19,8,12,11,20,12,6,10,1,17,,59,66,31,,23,33,30
2007,1268,Y04,82,1172,Y13,70,N,0,31,68,6,17,14,19,19,35,19,22,8,4,15,24,70,10,37,12,14,13,22,17,17,13,2,17,,4,10,9,,70,73,54
2007,1433,Z11,79,1181,Z06,77,N,0,26,61,9,16,18,24,14,17,14,11,13,1,26,27,58,3,11,20,32,18,24,11,17,5,6,19,,74,71,59,,11,9,12
2007,1314,W01,86,1184,W16,65,N,0,37,57,6,13,6,11,11,27,24,22,7,6,8,28,59,6,22,3,6,6,10,14,16,12,1,13,,1,1,1,,187,187,168
2007,1310,Z16b,77,1197,Z16a,69,N,0,24,62,8,27,21,28,17,25,10,11,5,2,17,29,64,4,17,7,18,15,27,13,13,6,3,26,,148,172,163,,263,266,249
2007,1435,W06,77,1203,W11,44,N,0,26,61,12,31,13,16,15,26,22,11,6,3,22,13,48,3,14,15,25,14,22,6,20,3,5,16,,48,49,55,,100,95,80
2007,1326,X01,67,1207,W02,60,N,0,25,57,4,14,13,19,16,21,13,8,8,3,10,25,51,7,21,3,8,9,21,17,14,3,3,15,,12,5,2,,5,6,10
2007,1424,Y07,67,1210,Y10,63,N,0,19,60,8,30,21,27,24,20,15,9,5,5,20,25,61,3,11,10,17,21,20,11,11,6,4,23,,54,56,41,,15,14,15
2007,1231,Z07,70,1211,Z10,57,N,0,23,58,9,25,15,16,12,33,15,13,3,2,14,19,56,7,19,12,16,6,24,14,10,6,5,17,,28,16,24,,41,55,42
2007,1356,Z04,61,1221,Z13,51,N,0,18,41,2,12,23,30,9,19,11,18,9,3,21,14,42,1,11,22,31,11,19,10,20,9,0,23,,31,35,16,,98,103,93
2007,1439,Z05,54,1228,Z12,52,N,0,15,42,6,14,18,28,4,18,11,9,11,4,12,19,45,6,17,8,15,9,28,12,21,3,1,22,,30,27,28,,34,22,44
2007,1417,Z02,54,1231,Z07,49,N,0,17,47,2,9,18,24,9,29,10,10,6,2,19,17,52,5,16,10,21,13,25,8,12,4,4,19,,7,8,3,,28,16,24
2007,1196,Y01,112,1238,Y16,69,N,0,43,73,10,28,16,27,24,38,27,12,5,6,13,25,69,6,22,13,14,7,12,10,8,8,1,20,,6,4,4,,291,296,238
2007,1417,Z02,68,1242,Z01,55,N,0,24,45,8,17,12,18,10,21,12,25,15,3,14,23,56,4,8,5,11,14,14,17,21,17,6,19,,7,8,3,,2,2,5
2007,1242,Z01,88,1246,Z08,76,N,0,30,53,10,16,18,23,9,21,19,11,7,5,21,24,58,10,26,18,23,15,17,17,12,5,2,22,,2,2,5,,20,18,19
2007,1397,X05,121,1253,X12,86,N,0,43,73,14,27,21,30,16,27,25,6,11,4,20,32,65,12,21,10,14,9,19,11,13,2,3,23,,24,34,25,,110,137,95
2007,1401,X03,72,1257,X06,69,N,0,19,41,5,8,29,39,6,19,9,11,6,1,23,20,45,5,18,24,31,8,22,5,14,3,7,28,,3,3,8,,10,17,36
2007,1277,W09,61,1266,W08,49,N,0,22,41,4,10,13,15,4,24,17,15,6,3,18,15,47,10,29,9,15,12,17,7,15,6,4,19,,22,13,20,,26,25,35
2007,1139,Y05,62,1268,Y04,59,N,0,23,52,12,26,4,6,8,15,14,12,10,0,15,23,49,6,11,7,15,14,23,13,17,4,8,13,,65,23,14,,4,10,9
2007,1326,X01,92,1272,X02,76,N,0,26,51,5,17,35,41,9,25,9,8,8,2,15,26,65,10,22,14,20,15,20,10,11,5,3,29,,12,5,2,,8,11,6
2007,1332,Y03,58,1275,Y14,56,N,0,19,44,5,16,15,17,4,20,10,5,3,1,12,21,44,7,20,7,10,3,21,10,7,1,4,15,,35,42,21,,116,110,115
2007,1314,W01,81,1277,W09,67,N,0,25,52,6,16,25,34,14,26,12,10,6,3,17,22,59,8,20,15,17,11,18,15,10,5,0,27,,1,1,1,,22,13,20
2007,1272,X02,78,1305,X07,62,N,0,23,59,6,17,26,34,16,24,10,10,7,5,16,21,57,5,21,15,17,10,20,16,14,5,5,22,,8,11,6,,59,66,31
2007,1400,W04,79,1308,W13,67,N,0,25,51,4,16,25,26,9,21,11,15,8,4,14,25,62,7,25,10,12,16,18,14,17,5,0,22,,13,15,18,,107,100,81
2007,1242,Z01,107,1310,Z16b,67,N,0,40,74,13,22,14,26,13,37,29,12,14,7,26,21,66,2,19,23,34,16,27,9,21,12,1,17,,2,2,5,,148,172,163
2007,1207,W02,96,1314,W01,84,N,1,38,66,8,14,12,18,11,27,26,10,4,11,18,25,71,5,20,29,34,21,22,15,9,5,4,19,,5,6,10,,1,1,1
2007,1272,X02,73,1317,X15,58,N,0,25,62,4,16,19,27,20,25,12,16,6,8,19,19,53,4,10,16,22,11,23,12,19,6,5,25,,8,11,6,,170,186,150
2007,1457,Y11,74,1323,Y06,64,N,0,28,62,8,21,10,19,10,33,20,13,5,6,16,28,67,4,22,4,13,12,29,10,13,10,2,22,,78,69,34,,16,19,17
2007,1196,Y01,84,1326,X01,75,N,0,26,53,10,18,22,25,10,28,11,15,5,3,19,30,64,4,23,11,17,10,18,10,7,11,4,20,,6,4,4,,12,5,2
2007,1139,Y05,57,1330,Y12,46,N,0,19,46,9,24,10,16,9,26,11,11,6,3,15,18,55,4,20,6,7,12,22,4,11,8,4,21,,65,23,14,,68,67,68
2007,1450,W03,70,1331,W14,54,N,0,27,57,5,13,11,12,11,25,12,6,3,8,16,19,53,6,21,10,16,14,20,11,12,3,4,13,,29,29,23,,103,91,96
2007,1196,Y01,85,1332,Y03,77,N,0,23,48,11,24,28,43,15,24,10,18,5,5,14,27,58,8,22,15,16,8,16,13,13,8,2,30,,6,4,4,,35,42,21
2007,1401,X03,68,1335,X14,52,N,0,24,51,5,13,15,27,11,29,10,8,4,5,13,21,58,4,20,6,8,8,19,8,10,2,1,19,,3,3,8,,102,99,109
