,Season,DayNum,WTeamID,WTeamSeed,WScore,LTeamID,LTeamSeed,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
170,2005,139,1257,W04,76,1210,W05,54,N,0,22,42,10,21,22,28,9,28,10,11,1,7,15,20,53,6,16,8,10,7,15,11,7,7,0,21
171,2005,139,1277,Y05,72,1436,Y13,61,N,0,27,56,2,12,16,22,12,27,12,9,4,4,16,22,70,7,22,10,14,23,18,5,9,4,0,19
172,2005,139,1301,Z10,65,1163,Z02,62,N,0,20,50,10,20,15,17,7,19,13,13,10,4,18,22,52,2,14,16,18,9,22,9,14,3,4,16
173,2005,139,1314,Z01,92,1235,Z09,65,N,0,31,65,8,25,22,37,15,35,20,13,14,4,18,27,76,4,13,7,17,20,27,20,17,8,2,23
174,2005,139,1329,X02,85,1356,X07,77,N,0,25,46,6,12,29,33,8,22,18,14,3,0,23,23,56,6,19,25,30,12,16,14,11,8,0,28
175,2005,139,1437,Z05,76,1196,Z04,65,N,0,24,58,3,11,25,35,17,27,10,14,11,4,23,20,52,7,18,18,25,10,24,9,19,6,4,30
176,2005,139,1458,Z06,71,1137,Z14,62,N,0,21,46,7,17,22,29,8,22,14,7,5,1,12,23,50,5,15,11,14,7,22,13,10,4,2,24
177,2005,143,1112,X03,79,1329,X02,78,N,0,31,47,7,14,10,17,8,23,17,14,3,5,17,29,66,10,23,10,13,16,11,17,8,10,0,17
178,2005,143,1228,X01,77,1454,X12,63,N,0,28,57,9,20,12,15,8,25,20,9,7,2,20,22,57,7,29,12,18,13,22,12,12,4,3,12
179,2005,143,1257,W04,93,1449,W01,79,N,0,31,56,11,26,20,28,10,34,17,17,8,4,18,28,67,6,25,17,28,13,20,15,11,9,0,25
180,2005,143,1452,W07,65,1403,W06,60,N,0,24,51,9,22,8,13,11,20,14,18,5,3,15,24,56,1,8,11,16,15,19,10,16,11,1,15
181,2005,144,1246,Y02,62,1428,Y06,52,N,0,24,39,4,13,10,19,4,21,10,14,6,2,25,17,41,4,10,14,28,9,16,10,12,5,0,20
182,2005,144,1277,Y05,78,1181,Y01,68,N,0,27,65,5,14,19,23,16,22,12,16,13,0,22,22,51,7,23,17,24,9,24,8,22,11,2,22
183,2005,144,1314,Z01,67,1437,Z05,66,N,0,20,48,8,19,19,24,12,30,11,17,3,3,24,23,61,8,28,12,19,14,19,7,9,5,5,21
184,2005,144,1458,Z06,65,1301,Z10,56,N,0,21,42,4,10,19,25,4,31,7,18,2,0,14,19,50,9,22,9,13,2,19,12,13,10,5,25
185,2005,145,1228,X01,90,1112,X03,89,N,1,32,71,16,35,10,15,14,18,21,13,12,2,18,32,61,7,18,18,21,12,25,21,17,11,8,10
186,2005,145,1257,W04,93,1452,W07,85,N,1,32,58,11,28,18,29,15,19,19,11,8,4,18,26,47,18,27,15,19,4,15,23,14,5,2,19
187,2005,146,1277,Y05,94,1246,Y02,88,N,2,30,64,10,19,24,30,17,23,15,13,6,3,20,31,69,9,19,17,23,16,21,14,11,7,3,25
188,2005,146,1314,Z01,88,1458,Z06,82,N,0,34,64,5,16,15,18,12,21,19,9,5,5,15,30,61,11,24,11,13,10,19,17,12,5,0,17
189,2005,152,1228,X01,72,1257,W04,57,N,0,27,56,12,30,6,8,10,28,21,7,4,0,12,21,54,6,20,9,12,7,19,10,5,5,4,13
190,2005,152,1314,Z01,87,1277,Y05,71,N,0,35,71,6,20,11,17,13,38,18,13,5,6,17,25,74,7,23,14,18,15,27,15,12,10,4,19
191,2005,154,1314,Z01,75,1228,X01,70,N,0,27,52,9,16,12,19,8,26,12,10,4,2,13,27,70,12,40,4,6,17,22,18,8,8,1,18
192,2006,134,1284,Y16b,71,1214,Y16a,49,N,0,27,61,10,26,7,9,7,31,21,9,2,10,11,19,63,4,15,7,13,15,27,7,13,4,4,11
193,2006,136,1104,X10,90,1266,X07,85,N,0,28,55,12,23,22,31,16,16,15,14,4,3,17,32,61,7,22,14,19,13,15,13,12,9,4,22
194,2006,136,1130,Y04,88,1334,Y13,76,N,2,29,57,6,23,24,29,7,23,22,8,12,2,16,26,63,10,25,14,18,14,23,18,15,4,2,22
195,2006,136,1181,W01,70,1380,W16,54,N,0,24,49,5,15,17,20,9,26,15,20,9,8,11,22,62,4,13,6,10,16,16,8,16,14,4,20
196,2006,136,1196,Y03,76,1375,Y14,50,N,0,29,59,10,25,8,10,8,31,21,11,8,7,9,19,55,9,20,3,6,7,24,8,16,7,3,17
197,2006,136,1203,W08,88,1423,W09,85,N,1,31,66,10,22,16,22,15,19,16,10,6,1,20,32,54,11,22,10,18,8,25,20,15,2,1,22
198,2006,136,1211,X03,79,1462,X14,75,N,0,26,50,6,12,21,27,8,25,11,10,4,4,25,21,51,10,28,23,33,10,21,14,8,4,1,20
199,2006,136,1228,Z04,78,1102,Z13,69,N,0,29,50,8,22,12,14,7,21,17,11,6,1,17,21,41,13,27,14,18,1,14,15,11,7,1,13
200,2006,136,1231,X06,87,1361,X11,83,N,0,35,71,8,26,9,16,15,16,14,9,11,0,16,31,55,10,18,11,15,10,26,15,16,7,2,19
201,2006,136,1261,W04,80,1233,W13,64,N,0,27,51,5,10,21,27,9,30,16,18,8,11,17,23,61,3,18,15,25,13,16,6,15,10,3,19
202,2006,136,1285,Y12,87,1305,Y05,79,N,0,29,56,6,12,23,27,10,22,18,8,2,2,12,33,70,5,18,8,10,17,19,15,9,5,7,23
203,2006,136,1397,Z02,63,1457,Z15,61,N,0,24,53,5,21,10,14,11,22,12,13,6,6,15,22,56,7,24,10,17,15,20,14,15,7,3,15
204,2006,136,1401,W12,66,1393,W05,58,N,0,20,56,7,20,19,22,14,24,14,10,8,5,19,20,51,4,19,14,21,11,24,12,12,6,2,16
205,2006,136,1417,X02,78,1125,X15,44,N,0,30,56,4,13,14,17,9,36,20,14,11,4,14,17,59,4,19,6,13,9,18,9,14,8,3,16
206,2006,136,1449,Z05,75,1429,Z12,61,N,0,28,59,12,27,7,8,5,17,16,7,11,1,14,25,51,3,13,8,10,9,26,14,22,3,2,14
207,2006,136,1454,Y11,82,1328,Y06,74,N,0,25,55,6,20,26,32,10,22,13,12,8,1,15,32,61,5,14,5,8,10,25,18,18,8,4,25
208,2006,136,1455,Z07,86,1371,Z10,66,N,0,27,57,10,22,22,32,14,30,19,15,6,3,20,21,61,6,20,18,19,11,25,10,13,10,6,24
209,2006,137,1112,Y08,94,1458,Y09,75,N,0,35,59,5,10,19,23,11,25,19,9,9,6,19,25,58,10,20,15,22,12,15,19,10,4,3,17
210,2006,137,1133,X13,77,1242,X04,73,N,0,23,52,11,21,20,32,11,24,17,16,6,1,17,26,58,7,18,14,19,11,25,11,18,12,1,25
211,2006,137,1137,X09,59,1116,X08,55,N,0,17,44,11,21,14,18,8,21,10,14,10,2,17,19,47,2,12,15,24,12,20,13,13,4,4,15
212,2006,137,1163,Z01,72,1107,Z16,59,N,0,27,46,8,16,10,13,7,21,17,16,6,5,9,24,52,4,15,7,8,8,14,12,12,11,1,14
213,2006,137,1206,Z11,75,1277,Z06,65,N,0,29,49,5,12,12,26,10,30,7,14,4,6,10,26,60,10,26,3,5,6,18,17,10,2,2,23
214,2006,137,1207,Y07,54,1320,Y10,49,N,0,20,46,5,19,9,14,8,24,15,9,4,4,12,17,48,7,26,8,12,9,22,10,8,4,3,15
215,2006,137,1246,Z08,69,1412,Z09,64,N,0,19,61,5,25,26,30,20,27,12,8,2,3,16,25,58,5,24,9,17,13,25,17,10,5,7,20
216,2006,137,1272,X01,94,1331,X16,78,N,0,37,61,11,22,9,16,12,21,16,13,10,2,21,28,53,7,15,15,20,7,17,14,13,4,4,17
217,2006,137,1301,W10,58,1143,W07,52,N,0,21,42,5,16,11,17,7,18,10,11,5,1,15,20,47,5,16,7,10,9,17,9,13,7,1,18
218,2006,137,1314,Z03,69,1293,Z14,65,N,0,22,48,5,18,20,25,12,25,15,17,10,3,12,25,65,7,27,8,12,17,16,5,13,9,2,19
219,2006,137,1322,W14,64,1234,W03,63,N,0,23,60,9,23,9,14,14,17,17,11,9,4,21,18,41,6,18,21,26,9,27,10,19,4,5,17
220,2006,137,1326,Y02,70,1172,Y15,62,N,0,26,65,5,22,13,23,15,28,10,4,2,4,13,26,68,5,22,5,7,14,30,13,9,1,3,20
221,2006,137,1338,X05,79,1245,X12,64,N,0,31,46,6,14,11,15,4,24,18,12,4,7,13,23,59,9,22,9,13,14,15,12,10,6,1,19
222,2006,137,1400,W02,60,1335,W15,52,N,0,18,45,2,10,22,26,14,28,7,11,4,6,14,17,53,10,27,8,13,11,10,10,8,4,1,20
223,2006,137,1437,Y01,58,1284,Y16b,45,N,0,16,52,7,25,19,23,15,25,7,13,13,1,17,14,41,4,17,13,17,6,25,12,18,7,3,17
224,2006,137,1452,W06,64,1356,W11,46,N,0,22,50,11,32,9,11,9,22,15,11,8,3,10,20,47,4,13,2,4,6,20,12,15,7,2,14
225,2006,138,1130,Y04,69,1285,Y12,56,N,0,27,63,8,17,7,9,15,29,16,8,2,9,11,20,55,7,20,9,11,6,23,19,7,3,3,13
226,2006,138,1181,W01,74,1203,W08,61,N,0,21,44,6,16,26,37,9,30,12,18,4,10,15,21,68,5,18,14,19,19,20,10,14,8,3,29
227,2006,138,1196,Y03,82,1454,Y11,60,N,0,30,56,8,20,14,19,10,31,17,10,6,7,19,22,61,7,20,9,17,14,19,10,11,6,3,18
228,2006,138,1211,X03,90,1231,X06,80,N,0,28,61,2,11,32,41,14,27,13,7,9,2,14,31,69,16,36,2,6,14,24,18,13,2,3,29
229,2006,138,1261,W04,58,1401,W12,57,N,0,19,54,2,12,18,23,12,23,5,13,4,6,12,22,53,6,13,7,12,10,26,9,17,7,3,22
230,2006,138,1417,X02,62,1104,X10,59,N,0,24,47,9,25,5,13,7,14,17,11,5,4,20,19,39,2,11,19,25,10,20,10,15,7,3,15
231,2006,138,1449,Z05,67,1228,Z04,64,N,0,17,45,5,15,28,39,8,27,8,11,5,5,17,25,63,5,18,9,11,10,25,15,12,4,0,28
232,2006,138,1455,Z07,80,1397,Z02,73,N,0,24,48,9,15,23,29,9,25,16,13,3,2,12,27,67,10,29,9,13,18,20,15,10,9,7,20
233,2006,139,1133,X13,72,1338,X05,66,N,0,22,59,2,6,26,32,16,24,14,8,8,2,16,25,61,6,20,10,11,12,26,11,14,2,2,23
234,2006,139,1163,Z01,87,1246,Z08,83,N,0,31,62,4,13,21,30,13,22,16,12,7,1,16,29,62,8,24,17,18,11,23,15,14,7,1,21
235,2006,139,1206,Z11,65,1314,Z03,60,N,0,23,58,4,16,15,19,11,27,14,8,7,2,8,23,64,10,30,4,4,13,27,16,13,3,10,15
236,2006,139,1207,Y07,70,1326,Y02,52,N,0,27,58,6,14,10,12,12,25,18,8,6,5,10,19,47,5,16,9,9,3,21,10,11,4,4,14
237,2006,139,1272,X01,72,1137,X09,56,N,0,23,48,7,16,19,26,7,18,15,9,10,2,20,15,41,2,12,24,29,11,22,8,19,4,0,20
238,2006,139,1400,W02,75,1301,W10,54,N,0,26,56,8,19,15,19,9,29,17,10,8,3,14,22,56,3,22,7,12,6,22,10,13,7,3,17
239,2006,139,1437,Y01,82,1112,Y08,78,N,0,28,52,9,19,17,20,12,19,13,13,6,4,19,28,65,5,17,17,20,20,14,15,10,7,2,19
240,2006,139,1452,W06,67,1322,W14,54,N,0,18,46,7,22,24,33,8,20,11,14,13,2,15,21,55,6,20,6,11,17,24,13,24,7,3,24
241,2006,143,1261,W04,62,1181,W01,54,N,0,24,61,2,7,12,23,16,29,14,15,7,9,16,18,65,5,26,13,16,17,27,12,16,9,5,18
242,2006,143,1272,X01,80,1133,X13,64,N,0,31,60,6,15,12,18,11,30,11,13,10,7,18,20,60,5,16,19,27,14,21,6,17,4,3,18
243,2006,143,1400,W02,74,1452,W06,71,N,0,28,58,4,19,14,20,17,28,19,13,8,1,12,25,55,15,33,6,8,3,13,19,8,3,1,14
244,2006,143,1417,X02,73,1211,X03,71,N,0,23,57,6,21,21,30,12,20,12,10,5,4,22,24,51,3,10,20,26,11,26,14,17,3,4,22
245,2006,144,1163,Z01,98,1449,Z05,92,N,1,27,51,10,19,34,47,10,32,15,26,7,5,20,34,80,6,20,18,23,17,21,9,17,19,3,33
246,2006,144,1196,Y03,57,1207,Y07,53,N,0,19,45,5,13,14,17,9,22,7,12,4,8,14,21,54,5,21,6,8,13,19,15,12,8,4,16
247,2006,144,1206,Z11,63,1455,Z07,55,N,0,20,44,8,16,15,23,2,30,12,9,5,5,16,20,64,3,24,12,17,17,26,8,9,4,1,21
248,2006,144,1437,Y01,60,1130,Y04,59,N,1,21,60,4,19,14,20,15,21,9,11,11,2,21,23,49,5,19,8,17,11,28,18,21,5,6,21
249,2006,145,1261,W04,70,1400,W02,60,N,1,28,66,3,18,11,16,9,33,18,10,8,7,13,21,69,10,29,8,11,14,31,14,12,7,7,16
250,2006,145,1417,X02,50,1272,X01,45,N,0,14,40,2,8,20,39,13,23,7,17,4,2,14,17,54,2,17,9,15,16,25,5,18,8,1,29
251,2006,146,1196,Y03,75,1437,Y01,62,N,0,22,54,4,17,27,31,19,34,14,16,2,8,22,18,73,4,23,22,27,26,14,8,6,6,6,24
252,2006,146,1206,Z11,86,1163,Z01,84,N,1,30,60,9,18,17,25,15,22,13,11,6,2,17,31,66,7,22,15,19,14,20,15,9,6,7,20
253,2006,152,1196,Y03,73,1206,Z11,58,N,0,23,53,12,25,15,19,16,24,8,15,5,4,12,23,56,2,11,10,14,11,16,6,11,8,2,15
254,2006,152,1417,X02,59,1261,W04,45,N,0,21,51,5,18,12,17,15,27,10,17,10,5,24,16,50,0,6,13,28,14,19,4,15,9,7,18
255,2006,154,1196,Y03,73,1417,X02,57,N,0,26,58,6,19,15,20,9,26,21,6,7,10,13,22,61,3,17,10,14,14,26,11,12,3,1,22
256,2007,134,1310,Z16b,77,1197,Z16a,69,N,0,24,62,8,27,21,28,17,25,10,11,5,2,17,29,64,4,17,7,18,15,27,13,13,6,3,26
257,2007,136,1130,W07,84,1403,W10,75,N,0,30,57,8,20,16,20,11,24,16,8,3,9,10,30,65,7,17,8,9,11,16,11,6,4,0,15
258,2007,136,1139,Y05,57,1330,Y12,46,N,0,19,46,9,24,10,16,9,26,11,11,6,3,15,18,55,4,20,6,7,12,22,4,11,8,4,21
259,2007,136,1207,W02,80,1125,W15,55,N,0,29,53,7,16,15,20,12,27,17,12,9,4,16,20,56,6,26,9,17,15,15,10,12,6,1,16
260,2007,136,1231,Z07,70,1211,Z10,57,N,0,23,58,9,25,15,16,12,33,15,13,3,2,14,19,56,7,19,12,16,6,24,14,10,6,5,17
261,2007,136,1257,X06,78,1390,X11,58,N,0,25,51,7,17,21,28,8,18,12,13,11,1,25,21,51,3,12,13,27,17,20,10,21,2,1,22
262,2007,136,1268,Y04,82,1172,Y13,70,N,0,31,68,6,17,14,19,19,35,19,22,8,4,15,24,70,10,37,12,14,13,22,17,17,13,2,17
263,2007,136,1277,W09,61,1266,W08,49,N,0,22,41,4,10,13,15,4,24,17,15,6,3,18,15,47,10,29,9,15,12,17,7,15,6,4,19
264,2007,136,1314,W01,86,1184,W16,65,N,0,37,57,6,13,6,11,11,27,24,22,7,6,8,28,59,6,22,3,6,6,10,14,16,12,1,13
265,2007,136,1326,X01,78,1148,X16,57,N,0,28,54,11,20,11,18,9,26,14,10,5,2,5,19,53,10,26,9,10,6,21,8,12,4,3,12
266,2007,136,1338,Z03,79,1460,Z14,58,N,0,30,55,10,21,9,14,8,36,21,17,3,7,12,23,69,5,20,7,12,13,17,12,8,9,1,15
267,2007,136,1401,X03,68,1335,X14,52,N,0,24,51,5,13,15,27,11,29,10,8,4,5,13,21,58,4,20,6,8,8,19,8,10,2,1,19
268,2007,136,1417,Z02,70,1451,Z15,42,N,0,27,58,10,19,6,9,13,22,18,13,6,5,18,13,38,1,6,15,22,6,19,8,17,5,3,13
269,2007,136,1433,Z11,79,1181,Z06,77,N,0,26,61,9,16,18,24,14,17,14,11,13,1,26,27,58,3,11,20,32,18,24,11,17,5,6,19
270,2007,136,1435,W06,77,1203,W11,44,N,0,26,61,12,31,13,16,15,26,22,11,6,3,22,13,48,3,14,15,25,14,22,6,20,3,5,16
271,2007,136,1450,W03,70,1331,W14,54,N,0,27,57,5,13,11,12,11,25,12,6,3,8,16,19,53,6,21,10,16,14,20,11,12,3,4,13
272,2007,136,1462,X09,79,1140,X08,77,N,0,24,56,8,17,23,29,13,24,12,10,3,4,19,29,67,9,19,10,13,15,21,10,10,2,2,23
273,2007,137,1196,Y01,112,1238,Y16,69,N,0,43,73,10,28,16,27,24,38,27,12,5,6,13,25,69,6,22,13,14,7,12,10,8,8,1,20
274,2007,137,1242,Z01,107,1310,Z16b,67,N,0,40,74,13,22,14,26,13,37,29,12,14,7,26,21,66,2,19,23,34,16,27,9,21,12,1,17
275,2007,137,1246,Z08,67,1437,Z09,58,N,0,20,44,5,19,22,31,10,27,12,11,5,5,18,18,55,7,21,15,20,10,20,8,8,5,2,22
276,2007,137,1272,X02,73,1317,X15,58,N,0,25,62,4,16,19,27,20,25,12,16,6,8,19,19,53,4,10,16,22,11,23,12,19,6,5,25
277,2007,137,1305,X07,77,1166,X10,71,N,1,28,62,7,20,14,17,15,33,16,19,2,9,16,30,71,3,19,8,12,11,20,12,6,10,1,17
278,2007,137,1332,Y03,58,1275,Y14,56,N,0,19,44,5,16,15,17,4,20,10,5,3,1,12,21,44,7,20,7,10,3,21,10,7,1,4,15
279,2007,137,1345,Y09,72,1112,Y08,63,N,0,24,63,5,17,19,29,19,20,10,8,12,1,18,21,51,4,15,17,18,9,23,16,17,6,6,23
280,2007,137,1356,Z04,61,1221,Z13,51,N,0,18,41,2,12,23,30,9,19,11,18,9,3,21,14,42,1,11,22,31,11,19,10,20,9,0,23
281,2007,137,1397,X05,121,1253,X12,86,N,0,43,73,14,27,21,30,16,27,25,6,11,4,20,32,65,12,21,10,14,9,19,11,13,2,3,23
282,2007,137,1400,W04,79,1308,W13,67,N,0,25,51,4,16,25,26,9,21,11,15,8,4,14,25,62,7,25,10,12,16,18,14,17,5,0,22
283,2007,137,1424,Y07,67,1210,Y10,63,N,0,19,60,8,30,21,27,24,20,15,9,5,5,20,25,61,3,11,10,17,21,20,11,11,6,4,23
284,2007,137,1425,W05,77,1116,W12,60,N,0,25,50,4,13,23,25,9,30,10,12,8,5,18,21,57,3,20,15,20,10,16,5,11,5,3,20
285,2007,137,1438,X04,84,1107,X13,57,N,0,30,56,9,17,15,18,15,26,16,8,3,5,14,22,58,8,26,5,7,12,13,16,9,2,4,19
286,2007,137,1439,Z05,54,1228,Z12,52,N,0,15,42,6,14,18,28,4,18,11,9,11,4,12,19,45,6,17,8,15,9,28,12,21,3,1,22
287,2007,137,1457,Y11,74,1323,Y06,64,N,0,28,62,8,21,10,19,10,33,20,13,5,6,16,28,67,4,22,4,13,12,29,10,13,10,2,22
288,2007,137,1458,Y02,76,1394,Y15,63,N,0,22,55,7,20,25,30,11,23,13,10,8,4,21,20,46,6,12,17,25,7,27,16,17,5,5,26
289,2007,138,1139,Y05,62,1268,Y04,59,N,0,23,52,12,26,4,6,8,15,14,12,10,0,15,23,49,6,11,7,15,14,23,13,17,4,8,13
290,2007,138,1207,W02,62,1130,W07,55,N,0,22,52,4,16,14,19,17,21,12,10,6,7,14,21,55,6,21,7,11,16,17,9,9,6,3,17
291,2007,138,1314,W01,81,1277,W09,67,N,0,25,52,6,16,25,34,14,26,12,10,6,3,17,22,59,8,20,15,17,11,18,15,10,5,0,27
292,2007,138,1326,X01,78,1462,X09,71,N,1,26,63,9,21,17,20,12,33,10,14,5,6,19,26,61,8,23,11,16,5,23,13,9,4,2,21
293,2007,138,1338,Z03,84,1433,Z11,79,N,1,31,57,6,12,16,27,14,28,20,16,5,6,17,29,71,7,23,14,17,15,19,13,7,9,3,22
294,2007,138,1401,X03,72,1257,X06,69,N,0,19,41,5,8,29,39,6,19,9,11,6,1,23,20,45,5,18,24,31,8,22,5,14,3,7,28
295,2007,138,1417,Z02,54,1231,Z07,49,N,0,17,47,2,9,18,24,9,29,10,10,6,2,19,17,52,5,16,10,21,13,25,8,12,4,4,19
296,2007,138,1435,W06,78,1450,W03,74,N,2,27,63,10,27,14,18,11,28,13,17,12,2,17,27,60,7,19,13,17,9,27,16,19,10,4,16
297,2007,139,1196,Y01,74,1345,Y09,67,N,0,21,42,5,18,27,31,7,24,11,15,7,4,14,28,59,5,17,6,13,11,17,15,12,12,1,23
298,2007,139,1242,Z01,88,1246,Z08,76,N,0,30,53,10,16,18,23,9,21,19,11,7,5,21,24,58,10,26,18,23,15,17,17,12,5,2,22
299,2007,139,1272,X02,78,1305,X07,62,N,0,23,59,6,17,26,34,16,24,10,10,7,5,16,21,57,5,21,15,17,10,20,16,14,5,5,22
300,2007,139,1332,Y03,75,1457,Y11,61,N,0,27,56,11,23,10,12,10,21,8,10,4,0,13,24,61,8,31,5,8,18,20,13,15,4,3,14
301,2007,139,1356,Z04,63,1439,Z05,48,N,0,19,43,12,21,13,23,6,24,11,9,5,3,19,19,46,2,13,8,16,5,24,3,11,3,2,21
302,2007,139,1397,X05,77,1438,X04,74,N,0,22,54,11,26,22,32,12,27,12,16,7,0,25,18,48,7,26,31,36,6,23,5,12,5,5,26
303,2007,139,1424,Y07,74,1458,Y02,68,N,0,24,52,10,20,16,20,6,27,12,9,3,2,22,21,51,5,21,21,27,7,24,14,8,6,1,21
304,2007,139,1425,W05,87,1400,W04,68,N,0,27,59,6,16,27,38,13,30,13,10,6,2,16,24,64,7,28,13,16,11,24,10,14,3,3,27
305,2007,143,1242,Z01,61,1356,Z04,58,N,0,25,42,1,6,10,19,6,20,16,19,9,1,16,21,57,6,25,10,14,17,14,9,15,6,2,21
306,2007,143,1272,X02,65,1401,X03,64,N,0,23,54,5,17,14,21,11,20,8,8,2,6,15,28,59,3,10,5,10,12,24,14,8,4,0,20
307,2007,143,1326,X01,85,1397,X05,84,N,0,27,51,8,22,23,35,8,25,13,8,3,5,17,30,62,16,31,8,17,10,24,14,7,4,1,24
308,2007,143,1417,Z02,64,1338,Z03,55,N,0,18,42,5,13,23,26,6,27,10,14,1,2,18,20,55,7,16,8,14,8,19,13,10,5,2,23
309,2007,144,1196,Y01,65,1139,Y05,57,N,0,17,34,8,19,23,28,6,21,9,13,1,6,16,20,50,7,19,10,13,11,14,8,9,7,0,25
310,2007,144,1207,W02,66,1435,W06,65,N,0,25,56,8,19,8,14,16,24,14,11,3,3,18,21,51,9,27,14,20,8,18,17,5,5,4,16
311,2007,144,1314,W01,74,1425,W05,64,N,0,30,77,2,14,12,17,20,26,11,9,6,4,14,26,61,5,18,7,9,10,29,13,18,5,7,19
312,2007,144,1332,Y03,76,1424,Y07,72,N,0,23,48,13,23,17,22,7,30,11,17,4,3,20,28,74,9,33,7,12,19,19,13,8,8,3,21
313,2007,145,1326,X01,92,1272,X02,76,N,0,26,51,5,17,35,41,9,25,9,8,8,2,15,26,65,10,22,14,20,15,20,10,11,5,3,29
314,2007,145,1417,Z02,68,1242,Z01,55,N,0,24,45,8,17,12,18,10,21,12,25,15,3,14,23,56,4,8,5,11,14,14,17,21,17,6,19
315,2007,146,1196,Y01,85,1332,Y03,77,N,0,23,48,11,24,28,43,15,24,10,18,5,5,14,27,58,8,22,15,16,8,16,13,13,8,2,30
316,2007,146,1207,W02,96,1314,W01,84,N,1,38,66,8,14,12,18,11,27,26,10,4,11,18,25,71,5,20,29,34,21,22,15,9,5,4,19
317,2007,152,1196,Y01,76,1417,Z02,66,N,0,24,45,9,22,19,31,8,35,10,16,2,6,17,25,64,5,23,11,13,6,20,12,3,6,0,26
318,2007,152,1326,X01,67,1207,W02,60,N,0,25,57,4,14,13,19,16,21,13,8,8,3,10,25,51,7,21,3,8,9,21,17,14,3,3,15
319,2007,154,1196,Y01,84,1326,X01,75,N,0,26,53,10,18,22,25,10,28,11,15,5,3,19,30,64,4,23,11,17,10,18,10,7,11,4,20
320,2008,134,1291,W16b,69,1164,W16a,60,N,0,19,55,5,20,26,32,13,28,10,11,7,3,16,25,57,4,17,6,13,8,26,9,11,2,6,22
321,2008,136,1181,Z02,71,1125,Z15,70,N,0,25,58,6,21,15,21,13,27,9,15,11,2,17,26,59,8,23,10,15,9,24,12,14,7,2,21
322,2008,136,1242,X01,85,1340,X16,61,N,0,33,61,12,25,7,15,15,23,21,11,10,3,15,21,55,9,25,10,14,13,18,11,16,8,3,18
323,2008,136,1243,X11,80,1425,X06,67,N,0,29,60,7,16,15,26,21,23,15,13,7,1,21,21,50,6,12,19,27,9,18,12,11,6,4,24
324,2008,136,1266,Y06,74,1246,Y11,66,N,0,23,52,5,13,23,29,15,19,10,7,5,3,18,23,48,8,20,12,17,9,17,13,12,4,5,22
325,2008,136,1277,Y05,72,1396,Y12,61,N,0,26,54,4,15,16,18,10,27,19,12,4,2,18,21,56,6,23,13,19,11,18,13,11,7,2,12
326,2008,136,1323,W05,68,1206,W12,50,N,0,26,57,9,21,7,11,11,31,14,13,4,5,15,19,57,3,17,9,14,11,23,8,11,5,2,14
327,2008,136,1338,Y04,82,1331,Y13,63,N,0,32,69,8,22,10,13,16,34,17,9,5,1,13,22,63,9,22,10,15,11,22,10,10,6,5,11
328,2008,136,1345,Z06,90,1124,Z11,79,N,0,33,67,9,20,15,18,16,27,14,13,6,6,18,28,69,8,28,15,20,16,21,11,11,9,1,15
329,2008,136,1390,Y03,77,1165,Y14,53,N,0,31,56,8,18,7,10,13,34,20,19,5,7,15,18,59,8,26,9,13,10,15,7,11,8,3,17
330,2008,136,1401,Z09,67,1140,Z08,62,N,0,25,46,8,16,9,17,9,28,18,13,2,0,15,24,54,7,22,7,14,8,17,13,7,6,1,15
331,2008,136,1417,Z01,70,1290,Z16,29,N,0,27,57,8,20,8,11,12,40,20,12,7,13,9,13,66,1,14,2,6,15,19,7,11,7,5,9
332,2008,136,1424,X08,71,1245,X09,58,N,0,29,57,6,18,7,9,7,29,16,19,11,7,16,21,59,5,17,11,15,12,22,9,20,10,1,14
333,2008,136,1450,W04,71,1457,W13,40,N,0,29,49,4,13,9,13,8,32,20,10,4,3,11,16,52,6,19,2,8,6,15,7,7,5,4,13
334,2008,136,1452,Z07,75,1112,Z10,65,N,0,28,55,11,19,8,9,6,21,16,9,6,3,17,21,46,6,15,17,21,6,21,12,12,3,3,14
335,2008,136,1458,X03,71,1168,X14,56,N,0,25,59,3,16,18,25,18,32,13,17,8,7,11,21,58,7,21,7,13,7,20,7,14,9,0,25
336,2008,136,1462,Z03,73,1208,Z14,61,N,0,20,47,6,18,27,33,6,23,11,8,9,1,12,26,55,6,18,3,5,6,24,10,14,4,3,22
337,2008,137,1116,W09,86,1231,W08,72,N,0,26,48,8,17,26,33,9,25,14,12,5,4,18,28,64,10,24,6,12,14,16,14,10,8,3,23
338,2008,137,1139,W07,81,1375,W10,61,N,0,27,53,15,28,12,13,7,21,18,10,9,1,21,21,48,6,20,13,27,13,17,8,13,5,4,19
339,2008,137,1172,X10,82,1211,X07,76,N,0,28,57,11,22,15,21,10,19,18,14,9,1,18,28,55,12,27,8,14,11,23,14,19,11,1,19
340,2008,137,1207,X02,66,1420,X15,47,N,0,26,51,8,23,6,14,11,29,14,15,6,2,12,16,50,8,26,7,13,9,20,8,12,12,0,16
341,2008,137,1257,W03,79,1129,W14,61,N,0,29,52,12,24,9,18,7,20,15,16,10,6,17,26,54,4,17,5,12,11,20,15,19,5,0,13
