id,pred
2014_1326_1211,7.60E-02
2014_1326_1217,6.73E-02
2014_1326_1234,0.742307223
2014_1326_1235,0.207364467
2014_1326_1242,0.171854484
2014_1326_1243,0.239221417
2014_1326_1246,0.846392396
2014_1326_1257,9.58E-03
2014_1326_1264,0.716784367
2014_1326_1269,0.299576819
2014_1326_1272,0.283992244
2014_1326_1273,0.220988302
2014_1326_1276,0.39128639
2014_1326_1277,0.399075361
2014_1326_1291,0.770252729
2014_1326_1295,0.420701923
2014_1326_1300,6.60E-02
2014_1326_1301,0.736679318
2014_1326_1304,0.348847315
2014_1326_1307,0.568568625
2014_1326_1308,0.669848035
2014_1326_1314,0.427234592
2014_1326_1326,0.5
2014_1326_1328,0.542874064
2014_1326_1329,0.672439914
2014_1326_1332,0.898270147
2014_1326_1338,0.844704278
2014_1326_1344,0.24668748
2014_1326_1361,0.924388316
2014_1326_1372,0.79664762
2014_1326_1386,0.908013232
2014_1326_1387,0.631993139
2014_1326_1390,0.897771626
2014_1326_1393,0.344609662
2014_1326_1397,0.484170462
2014_1326_1400,0.508755838
2014_1326_1409,0.67594463
2014_1326_1411,0.955678885
2014_1326_1417,0.157486691
2014_1326_1418,2.48E-03
2014_1326_1433,0.725212997
2014_1326_1437,1.04E-02
2014_1326_1438,0.676761553
2014_1326_1444,0.807661925
2014_1326_1451,0.954914084
2014_1326_1454,0.663370636
2014_1326_1455,0.545357932
2014_1326_1458,0.23859026
2014_1326_1459,0.847059013
2014_1326_1462,0.221031716
2014_1328_1107,0.182710847
2014_1328_1110,0.677694668
2014_1328_1112,4.60E-02
2014_1328_1113,0.383597119
2014_1328_1124,0.923693566
2014_1328_1140,0.645872954
2014_1328_1142,0.64282755
2014_1328_1153,0.536960041
2014_1328_1157,0.840733204
2014_1328_1160,0.118100125
2014_1328_1163,0.344452353
2014_1328_1166,0.143557246
2014_1328_1173,0.713461482
2014_1328_1174,0.282932047
2014_1328_1181,0.418502986
2014_1328_1184,0.911176796
2014_1328_1196,0.860949575
2014_1328_1203,0.635488519
2014_1328_1211,0.823036422
2014_1328_1217,0.805381481
2014_1328_1234,0.713549774
2014_1328_1235,0.999498539
2014_1328_1242,0.872759744
2014_1328_1243,6.22E-02
2014_1328_1246,0.259795861
2014_1328_1257,7.41E-02
2014_1328_1264,0.681172669
2014_1328_1269,0.341780184
2014_1328_1272,0.594804825
2014_1328_1273,0.329920963
2014_1328_1276,0.559865155
2014_1328_1277,0.306100297
2014_1328_1291,0.292443168
2014_1328_1295,0.939621824
2014_1328_1300,0.299494611
2014_1328_1301,0.894849648
2014_1328_1304,0.978459658
2014_1328_1307,0.95586736
2014_1328_1308,0.479573095
2014_1328_1314,0.974751715
2014_1328_1326,0.741778382
2014_1328_1328,0.5
2014_1328_1329,0.702509355
2014_1328_1332,0.449012525
2014_1328_1338,6.67E-02
2014_1328_1344,1.15E-02
2014_1328_1361,0.228232048
2014_1328_1372,0.982625711
2014_1328_1386,0.686035821
2014_1328_1387,0.388138589
2014_1328_1390,0.368261912
2014_1328_1393,0.300582292
2014_1328_1397,0.223012834
2014_1328_1400,0.770547603
2014_1328_1409,0.104884718
2014_1328_1411,0.892817966
2014_1328_1417,6.26E-02
2014_1328_1418,0.38567357
2014_1328_1433,0.197837035
2014_1328_1437,0.106992749
2014_1328_1438,0.293255087
2014_1328_1444,3.87E-02
2014_1328_1451,0.67338386
2014_1328_1454,0.210875452
2014_1328_1455,0.376660004
2014_1328_1458,1.86E-02
2014_1328_1459,0.734570405
2014_1328_1462,0.236634109
2014_1329_1107,0.800543087
2014_1329_1110,0.555041832
2014_1329_1112,0.672626195
2014_1329_1113,0.902580984
2014_1329_1124,0.649274278
2014_1329_1140,0.741820562
2014_1329_1142,0.740150597
2014_1329_1153,0.278906594
2014_1329_1157,0.690048974
2014_1329_1160,0.124171161
2014_1329_1163,6.37E-02
2014_1329_1166,0.105546012
2014_1329_1173,3.81E-02
2014_1329_1174,0.658272704
2014_1329_1181,0.982731769
2014_1329_1184,0.126332379
2014_1329_1196,0.183112196
2014_1329_1203,0.997623788
2014_1329_1211,0.224308544
2014_1329_1217,0.977035573
2014_1329_1234,0.842863365
2014_1329_1235,0.858917229
2014_1329_1242,0.118050306
2014_1329_1243,0.491351755
2014_1329_1246,0.911218722
2014_1329_1257,0.368375321
2014_1329_1264,0.75039678
2014_1329_1269,0.159163765
2014_1329_1272,0.172797973
2014_1329_1273,0.961074711
2014_1329_1276,0.948639887
2014_1329_1277,0.365395402
2014_1329_1291,2.29E-02
2014_1329_1295,0.879211271
2014_1329_1300,0.674240936
2014_1329_1301,0.443828336
2014_1329_1304,0.415275113
2014_1329_1307,0.89071772
2014_1329_1308,0.639548489
2014_1329_1314,0.442128356
2014_1329_1326,0.679812379
2014_1329_1328,0.804297821
2014_1329_1329,0.5
2014_1329_1332,0.631028847
2014_1329_1338,0.676702494
2014_1329_1344,0.493640656
2014_1329_1361,0.772134943
2014_1329_1372,0.224625791
2014_1329_1386,0.319500488
2014_1329_1387,0.239362594
2014_1329_1390,0.302510525
2014_1329_1393,0.934073429
2014_1329_1397,0.924493984
2014_1329_1400,0.627473264
2014_1329_1409,0.207334686
2014_1329_1411,0.282037304
2014_1329_1417,0.77637838
2014_1329_1418,0.77759561
2014_1329_1433,0.118842947
2014_1329_1437,0.72830876
2014_1329_1438,0.438303752
2014_1329_1444,0.778810902
2014_1329_1451,5.06E-02
2014_1329_1454,0.756691443
2014_1329_1455,0.374375032
2014_1329_1458,0.700857032
2014_1329_1459,0.583899487
2014_1329_1462,0.273712582
2014_1332_1107,0.549546841
2014_1332_1110,0.206028462
2014_1332_1112,5.09E-02
2014_1332_1113,0.916619813
2014_1332_1124,0.35647592
2014_1332_1140,0.665165169
2014_1332_1142,0.532096658
2014_1332_1153,0.386725765
2014_1332_1157,0.412415155
2014_1332_1160,0.756004503
2014_1332_1163,0.866508857
2014_1332_1166,0.269291536
2014_1332_1173,0.817189119
2014_1332_1174,0.643097436
2014_1332_1181,0.504437361
2014_1332_1184,0.45953947
2014_1332_1196,0.15263671
2014_1332_1203,0.373485123
2014_1332_1211,0.168135798
2014_1332_1217,0.980306863
2014_1332_1234,0.268140406
2014_1332_1235,0.964352171
2014_1332_1242,0.806613562
2014_1332_1243,0.558560608
2014_1332_1246,0.413057274
2014_1332_1257,0.255119
2014_1332_1264,0.436104382
2014_1332_1269,0.302039688
2014_1332_1272,0.54803555
2014_1332_1273,0.891680806
2014_1332_1276,0.970008504
2014_1332_1277,0.335320024
2014_1332_1291,0.54674483
2014_1332_1295,0.449085513
2014_1332_1300,0.881757218
2014_1332_1301,0.515145967
2014_1332_1304,9.37E-02
2014_1332_1307,0.366989481
2014_1332_1308,0.621446572
2014_1332_1314,0.144859271
2014_1332_1326,0.103767856
2014_1332_1328,0.482306765
2014_1332_1329,0.163308568
2014_1332_1332,0.5
2014_1332_1338,0.100099595
2014_1332_1344,0.117773458
2014_1332_1361,0.78581183
2014_1332_1372,0.841236656
2014_1332_1386,0.427733037
2014_1332_1387,0.670456926
2014_1332_1390,0.929203377
2014_1332_1393,9.04E-02
2014_1332_1397,0.701906711
2014_1332_1400,0.283848853
2014_1332_1409,0.630747344
2014_1332_1411,0.236507183
2014_1332_1417,0.119046159
2014_1332_1418,0.712362485
2014_1332_1433,0.984847557
2014_1332_1437,0.377394524
2014_1332_1438,0.532788145
2014_1332_1444,0.181330015
2014_1332_1451,3.06E-02
2014_1332_1454,0.429886828
2014_1332_1455,3.62E-02
2014_1332_1458,0.889858576
2014_1332_1459,0.911986988
2014_1332_1462,0.842839066
2014_1338_1107,0.646652678
2014_1338_1110,0.415202238
2014_1338_1112,5.52E-02
2014_1338_1113,0.712550972
2014_1338_1124,0.296481575
2014_1338_1140,0.537562851
2014_1338_1142,0.846610496
2014_1338_1153,0.167117033
2014_1338_1157,0.465313969
2014_1338_1160,3.44E-02
2014_1338_1163,0.696824261
2014_1338_1166,0.995904678
2014_1338_1173,0.54623386
2014_1338_1174,0.276476017
2014_1338_1181,0.769331587
2014_1338_1184,0.861827952
2014_1338_1196,0.406658013
2014_1338_1203,6.18E-02
2014_1338_1211,0.580285863
2014_1338_1217,0.140618461
2014_1338_1234,0.907542015
2014_1338_1235,0.439496349
2014_1338_1242,0.576195382
2014_1338_1243,0.287168255
2014_1338_1246,0.937929014
2014_1338_1257,0.740180778
2014_1338_1264,0.358428159
2014_1338_1269,0.144365592
2014_1338_1272,0.864067844
2014_1338_1273,7.51E-02
2014_1338_1276,0.628768309
2014_1338_1277,0.416505379
2014_1338_1291,0.741082673
2014_1338_1295,0.261652418
2014_1338_1300,0.28056984
2014_1338_1301,0.614495376
2014_1338_1304,0.528346578
2014_1338_1307,0.324812751
2014_1338_1308,4.43E-02
2014_1338_1314,0.389983254
2014_1338_1326,0.657327527
2014_1338_1328,8.05E-02
2014_1338_1329,1.68E-03
2014_1338_1332,0.778299286
2014_1338_1338,5.00E-01
2014_1338_1344,3.35E-02
2014_1338_1361,0.311991769
2014_1338_1372,0.768154749
2014_1338_1386,8.34E-02
2014_1338_1387,8.48E-02
2014_1338_1390,0.86253796
2014_1338_1393,0.739127114
2014_1338_1397,0.352046938
2014_1338_1400,0.703508443
2014_1338_1409,0.389791439
2014_1338_1411,0.231666978
2014_1338_1417,0.665016231
2014_1338_1418,0.308410667
2014_1338_1433,0.305218857
2014_1338_1437,0.18582219
2014_1338_1438,0.144476581
2014_1338_1444,0.321451841
2014_1338_1451,0.861733181
2014_1338_1454,0.999364727
2014_1338_1455,0.560015748
2014_1338_1458,0.867182534
2014_1338_1459,0.21257947
2014_1338_1462,0.664908326
2014_1344_1107,0.141402392
2014_1344_1110,0.252531183
2014_1344_1112,0.89504687
2014_1344_1113,1.50E-02
2014_1344_1124,5.24E-02
2014_1344_1140,0.950074524
2014_1344_1142,0.872328477
2014_1344_1153,0.560731568
2014_1344_1157,0.985025699
2014_1344_1160,0.293124873
2014_1344_1163,4.11E-02
2014_1344_1166,0.619786946
2014_1344_1173,0.614473301
2014_1344_1174,0.538065387
2014_1344_1181,0.220872309
2014_1344_1184,0.886828233
2014_1344_1196,0.808632827
2014_1344_1203,0.80002817
2014_1344_1211,0.630987539
2014_1344_1217,0.192354178
2014_1344_1234,0.167198722
2014_1344_1235,0.442051115
2014_1344_1242,0.935329193
2014_1344_1243,0.515939287
2014_1344_1246,0.519543943
2014_1344_1257,0.926420256
2014_1344_1264,0.712369769
2014_1344_1269,0.688679294
2014_1344_1272,0.234798806
2014_1344_1273,0.283081468
2014_1344_1276,0.818976021
2014_1344_1277,0.362936534
2014_1344_1291,0.819598476
2014_1344_1295,0.835295918
2014_1344_1300,0.501086542
2014_1344_1301,0.436194394
2014_1344_1304,0.538855628
2014_1344_1307,0.983400841
2014_1344_1308,0.995967408
2014_1344_1314,0.597590116
2014_1344_1326,0.100792971
2014_1344_1328,0.793955307
2014_1344_1329,0.56939456
2014_1344_1332,0.209120666
2014_1344_1338,0.721198078
2014_1344_1344,0.5
2014_1344_1361,0.481863116
2014_1344_1372,0.668802446
2014_1344_1386,0.534434849
2014_1344_1387,8.05E-02
2014_1344_1390,0.24520882
2014_1344_1393,0.431841456
2014_1344_1397,0.975317706
2014_1344_1400,0.921304149
2014_1344_1409,0.273956857
2014_1344_1411,0.878964754
2014_1344_1417,0.350385308
2014_1344_1418,0.684264536
2014_1344_1433,0.721659846
2014_1344_1437,0.26580944
2014_1344_1438,0.504013072
2014_1344_1444,0.92668078
2014_1344_1451,0.743583521
2014_1344_1454,0.999175879
2014_1344_1455,0.979589087
2014_1344_1458,0.249255729
2014_1344_1459,5.05E-02
2014_1344_1462,0.165547633
2014_1361_1107,0.443041931
2014_1361_1110,0.159172911
2014_1361_1112,0.633387012
2014_1361_1113,0.498496207
2014_1361_1124,0.394874376
2014_1361_1140,0.764959088
2014_1361_1142,0.702301834
2014_1361_1153,0.249762209
2014_1361_1157,0.390070753
2014_1361_1160,0.619753121
2014_1361_1163,0.517696125
2014_1361_1166,0.506560478
2014_1361_1173,2.01E-02
2014_1361_1174,0.587016817
2014_1361_1181,0.458150725
2014_1361_1184,0.902948973
2014_1361_1196,0.317873655
2014_1361_1203,0.481582937
2014_1361_1211,0.630141387
2014_1361_1217,0.991326755
2014_1361_1234,0.58757022
2014_1361_1235,0.987531218
2014_1361_1242,2.76E-02
2014_1361_1243,0.284498578
2014_1361_1246,0.189381954
2014_1361_1257,0.546782907
2014_1361_1264,8.03E-02
2014_1361_1269,0.708012066
2014_1361_1272,4.18E-03
2014_1361_1273,5.88E-02
2014_1361_1276,6.33E-04
2014_1361_1277,0.685845747
2014_1361_1291,0.321784193
2014_1361_1295,0.230932504
2014_1361_1300,0.840151251
2014_1361_1301,1.77E-02
2014_1361_1304,0.375138538
2014_1361_1307,0.652933148
2014_1361_1308,0.517387039
2014_1361_1314,0.659631767
2014_1361_1326,3.56E-02
2014_1361_1328,0.857733384
2014_1361_1329,0.634762428
2014_1361_1332,0.581625907
2014_1361_1338,0.193315928
2014_1361_1344,0.875202562
2014_1361_1361,0.5
2014_1361_1372,0.280042798
2014_1361_1386,0.813824507
2014_1361_1387,0.979074169
2014_1361_1390,0.227808497
2014_1361_1393,0.479830505
2014_1361_1397,0.268010962
2014_1361_1400,0.507990762
2014_1361_1409,0.720097301
2014_1361_1411,0.324653992
2014_1361_1417,0.771360751
2014_1361_1418,0.494035036
2014_1361_1433,0.107384411
2014_1361_1437,0.851223236
2014_1361_1438,0.370162564
2014_1361_1444,2.29E-02
2014_1361_1451,0.343874854
2014_1361_1454,0.634563348
2014_1361_1455,0.585554228
2014_1361_1458,0.415934038
2014_1361_1459,0.878654866
2014_1361_1462,0.844781294
2014_1372_1107,6.24E-02
2014_1372_1110,0.14762043
2014_1372_1112,0.950697604
2014_1372_1113,0.661575767
2014_1372_1124,0.830881418
2014_1372_1140,0.571889781
2014_1372_1142,0.305802642
2014_1372_1153,0.901249071
2014_1372_1157,0.27572297
2014_1372_1160,0.140511921
2014_1372_1163,0.501079918
2014_1372_1166,0.630893978
2014_1372_1173,0.663225338
2014_1372_1174,0.189235157
2014_1372_1181,4.50E-02
2014_1372_1184,0.957974422
2014_1372_1196,0.140207851
2014_1372_1203,0.903287887
2014_1372_1211,0.60965274
2014_1372_1217,0.276919119
2014_1372_1234,0.696288254
2014_1372_1235,0.504273569
2014_1372_1242,0.193582355
2014_1372_1243,0.809967105
2014_1372_1246,0.481608742
2014_1372_1257,0.460260078
2014_1372_1264,0.443330853
2014_1372_1269,0.122802382
2014_1372_1272,0.4264075
2014_1372_1273,0.194431366
2014_1372_1276,0.352640493
2014_1372_1277,0.118432788
2014_1372_1291,0.720494268
2014_1372_1295,0.191489775
2014_1372_1300,0.115409309
2014_1372_1301,6.75E-02
2014_1372_1304,3.69E-02
2014_1372_1307,0.495977037
2014_1372_1308,0.964101766
2014_1372_1314,0.224261077
2014_1372_1326,0.330125251
2014_1372_1328,0.658528033
2014_1372_1329,6.28E-02
2014_1372_1332,0.989745629
2014_1372_1338,0.582707886
2014_1372_1344,0.394916034
2014_1372_1361,0.743987542
2014_1372_1372,0.5
2014_1372_1386,7.41E-02
2014_1372_1387,0.399825507
2014_1372_1390,0.334239738
2014_1372_1393,0.294002992
2014_1372_1397,0.760022092
2014_1372_1400,0.597716913
2014_1372_1409,0.348030899
2014_1372_1411,0.46392315
2014_1372_1417,0.120428594
2014_1372_1418,0.493118798
2014_1372_1433,0.379471538
2014_1372_1437,4.86E-02
2014_1372_1438,3.80E-02
2014_1372_1444,0.418629431
2014_1372_1451,0.517391696
2014_1372_1454,0.613849679
2014_1372_1455,0.28558737
2014_1372_1458,0.281520017
2014_1372_1459,0.873975881
2014_1372_1462,0.209351527
2014_1386_1107,0.878937162
2014_1386_1110,0.548998494
2014_1386_1112,0.20325038
2014_1386_1113,5.75E-02
2014_1386_1124,0.698956835
2014_1386_1140,0.45800767
2014_1386_1142,0.990007882
2014_1386_1153,0.650998055
2014_1386_1157,0.578557223
2014_1386_1160,0.865298753
2014_1386_1163,0.94151958
2014_1386_1166,0.664313011
2014_1386_1173,0.665307585
2014_1386_1174,0.978137568
2014_1386_1181,0.399148821
2014_1386_1184,7.93E-03
2014_1386_1196,0.851200555
2014_1386_1203,1.60E-02
2014_1386_1211,0.265728013
2014_1386_1217,0.933442033
2014_1386_1234,0.102156941
2014_1386_1235,0.184191648
2014_1386_1242,0.198298908
2014_1386_1243,0.141073629
2014_1386_1246,0.70522337
2014_1386_1257,0.305048809
2014_1386_1264,0.291552727
2014_1386_1269,0.923313726
2014_1386_1272,0.441450468
2014_1386_1273,0.253358527
2014_1386_1276,0.918554721
2014_1386_1277,0.228196195
2014_1386_1291,0.620008163
2014_1386_1295,0.801874059
2014_1386_1300,0.137287717
2014_1386_1301,0.858777531
2014_1386_1304,0.126496976
2014_1386_1307,4.57E-02
2014_1386_1308,0.289015241
2014_1386_1314,0.653739614
2014_1386_1326,0.190102083
2014_1386_1328,0.373550393
2014_1386_1329,0.999736241
2014_1386_1332,0.356566737
2014_1386_1338,0.600026004
2014_1386_1344,0.793368009
2014_1386_1361,0.613511052
2014_1386_1372,0.25055397
2014_1386_1386,5.00E-01
2014_1386_1387,0.763247715
2014_1386_1390,0.177507289
2014_1386_1393,0.504184079
2014_1386_1397,0.254475872
2014_1386_1400,8.67E-02
2014_1386_1409,0.129489674
2014_1386_1411,0.43820118
2014_1386_1417,0.397367362
2014_1386_1418,0.527278162
2014_1386_1433,0.278272583
2014_1386_1437,0.278016098
2014_1386_1438,0.567658817
2014_1386_1444,0.666664099
2014_1386_1451,7.99E-02
2014_1386_1454,7.39E-02
2014_1386_1455,0.239240788
2014_1386_1458,0.124397631
2014_1386_1459,9.79E-02
2014_1386_1462,1.67E-02
2014_1387_1107,0.683302464
2014_1387_1110,0.413535475
2014_1387_1112,0.449147777
2014_1387_1113,0.130125283
2014_1387_1124,1.02E-02
2014_1387_1140,0.219097253
2014_1387_1142,0.443055605
2014_1387_1153,0.471896328
2014_1387_1157,0.130563884
2014_1387_1160,0.454699717
2014_1387_1163,0.170986234
2014_1387_1166,0.842753284
2014_1387_1173,0.977671456
2014_1387_1174,0.136004372
2014_1387_1181,0.314797795
2014_1387_1184,0.11734317
2014_1387_1196,0.863943331
2014_1387_1203,0.272559724
2014_1387_1211,8.35E-02
2014_1387_1217,0.141676731
2014_1387_1234,2.91E-02
2014_1387_1235,0.125049177
2014_1387_1242,0.588678186
2014_1387_1243,0.651426404
2014_1387_1246,0.208497242
2014_1387_1257,0.85044328
2014_1387_1264,0.684766445
2014_1387_1269,0.21830732
2014_1387_1272,0.648339497
2014_1387_1273,0.757931485
2014_1387_1276,2.14E-03
2014_1387_1277,0.994793002
2014_1387_1291,0.69538361
2014_1387_1295,0.936885534
2014_1387_1300,0.889127673
2014_1387_1301,0.934139633
2014_1387_1304,0.192149638
2014_1387_1307,1.58E-02
2014_1387_1308,6.18E-03
2014_1387_1314,0.608834227
2014_1387_1326,0.656240059
2014_1387_1328,0.659484978
2014_1387_1329,0.359044409
2014_1387_1332,0.290876607
2014_1387_1338,0.285917002
2014_1387_1344,0.696286484
2014_1387_1361,0.472718638
2014_1387_1372,0.679574172
2014_1387_1386,0.377698901
2014_1387_1387,5.00E-01
2014_1387_1390,0.678544254
2014_1387_1393,0.605193611
2014_1387_1397,0.747586248
2014_1387_1400,0.281262443
2014_1387_1409,0.100505524
2014_1387_1411,0.190567971
2014_1387_1417,0.133118155
2014_1387_1418,0.306521637
2014_1387_1433,0.998512569
2014_1387_1437,0.307752921
2014_1387_1438,0.356548825
2014_1387_1444,0.392088197
2014_1387_1451,0.261546564
2014_1387_1454,0.962653075
2014_1387_1455,0.252787708
2014_1387_1458,0.510960169
2014_1387_1459,0.784747179
2014_1387_1462,4.98E-02
2014_1390_1107,0.587733729
2014_1390_1110,0.219677536
2014_1390_1112,0.794226679
2014_1390_1113,0.332037606
2014_1390_1124,0.761600934
2014_1390_1140,0.786531746
2014_1390_1142,1.32E-04
2014_1390_1153,0.589607821
2014_1390_1157,0.578248858
2014_1390_1160,0.397673607
2014_1390_1163,0.91352103
2014_1390_1166,0.418841801
2014_1390_1173,0.521293241
2014_1390_1174,0.257791631
2014_1390_1181,0.909832584
2014_1390_1184,0.582644984
2014_1390_1196,0.52872531
2014_1390_1203,0.125858828
2014_1390_1211,0.923730358
2014_1390_1217,0.708958807
2014_1390_1234,0.814005427
2014_1390_1235,0.47291422
2014_1390_1242,0.826431583
2014_1390_1243,0.845981488
2014_1390_1246,0.849401411
2014_1390_1257,0.271215905
2014_1390_1264,0.834683218
2014_1390_1269,0.421638768
2014_1390_1272,0.252257324
2014_1390_1273,0.743085583
2014_1390_1276,0.529386482
2014_1390_1277,0.511061493
2014_1390_1291,0.182866967
2014_1390_1295,0.584885972
2014_1390_1300,0.600495437
2014_1390_1301,0.686564404
2014_1390_1304,0.630360246
2014_1390_1307,1.77E-02
2014_1390_1308,0.92145429
2014_1390_1314,0.634103464
2014_1390_1326,0.607210518
2014_1390_1328,0.240095053
2014_1390_1329,0.116059026
2014_1390_1332,0.662442092
2014_1390_1338,0.978951264
2014_1390_1344,2.24E-05
2014_1390_1361,0.198307544
2014_1390_1372,0.997236576
2014_1390_1386,0.559256046
2014_1390_1387,0.193144624
2014_1390_1390,0.5
2014_1390_1393,0.453523804
2014_1390_1397,0.728809257
2014_1390_1400,0.334621901
2014_1390_1409,0.241341371
2014_1390_1411,7.60E-02
2014_1390_1417,0.780474446
2014_1390_1418,0.411546542
2014_1390_1433,0.664434264
2014_1390_1437,0.310714141
2014_1390_1438,0.15136871
2014_1390_1444,0.92867469
2014_1390_1451,0.703080265
2014_1390_1454,0.390919423
2014_1390_1455,0.207898933
2014_1390_1458,0.634136741
2014_1390_1459,0.680799663
2014_1390_1462,0.133125963
2014_1393_1107,0.146242617
2014_1393_1110,0.279825422
2014_1393_1112,0.301802593
2014_1393_1113,0.756976179
2014_1393_1124,0.63698592
2014_1393_1140,0.411538023
2014_1393_1142,0.658520114
2014_1393_1153,0.80872303
2014_1393_1157,0.8070383
2014_1393_1160,0.216349735
2014_1393_1163,0.245753377
2014_1393_1166,0.65696566
2014_1393_1173,0.358045588
2014_1393_1174,3.16E-02
2014_1393_1181,0.213473192
2014_1393_1184,0.671940621
2014_1393_1196,0.887932622
2014_1393_1203,0.896008187
2014_1393_1211,0.213607607
2014_1393_1217,0.796447057
2014_1393_1234,0.563444147
2014_1393_1235,0.495689111
2014_1393_1242,9.75E-02
2014_1393_1243,0.39482329
2014_1393_1246,0.509320393
2014_1393_1257,6.33E-02
2014_1393_1264,0.411708078
2014_1393_1269,0.768763332
2014_1393_1272,0.264935056
2014_1393_1273,0.951814979
2014_1393_1276,0.595572212
2014_1393_1277,0.918352197
2014_1393_1291,0.321330752
2014_1393_1295,0.12909139
2014_1393_1300,0.29709298
2014_1393_1301,0.336408499
2014_1393_1304,0.319645942
2014_1393_1307,0.169074477
2014_1393_1308,0.922134934
2014_1393_1314,0.909411038
2014_1393_1326,9.88E-02
2014_1393_1328,0.770555385
2014_1393_1329,0.403986516
2014_1393_1332,0.645140602
2014_1393_1338,0.592183987
2014_1393_1344,3.49E-02
2014_1393_1361,0.899769348
2014_1393_1372,0.681716154
2014_1393_1386,0.595403528
2014_1393_1387,0.216139827
2014_1393_1390,0.683305873
2014_1393_1393,0.5
2014_1393_1397,0.760413526
2014_1393_1400,0.268601047
2014_1393_1409,0.266233436
2014_1393_1411,0.512083926
2014_1393_1417,0.622983081
2014_1393_1418,0.244099756
2014_1393_1433,0.624112273
2014_1393_1437,0.935831294
2014_1393_1438,1.50E-02
2014_1393_1444,0.444577455
2014_1393_1451,0.955248475
2014_1393_1454,0.796955849
2014_1393_1455,0.940064103
2014_1393_1458,0.689205347
2014_1393_1459,9.88E-02
2014_1393_1462,0.386065129
2014_1397_1107,6.33E-02
2014_1397_1110,0.167633007
2014_1397_1112,0.614959625
2014_1397_1113,0.163253999
2014_1397_1124,0.845890419
2014_1397_1140,0.335454667
2014_1397_1142,0.613298484
2014_1397_1153,0.905491561
2014_1397_1157,0.87890729
2014_1397_1160,0.530025754
2014_1397_1163,1.08E-02
2014_1397_1166,0.718672416
2014_1397_1173,0.158049772
2014_1397_1174,4.33E-02
2014_1397_1181,0.995405331
2014_1397_1184,0.72901285
2014_1397_1196,0.83833486
2014_1397_1203,0.322475209
2014_1397_1211,0.582521147
2014_1397_1217,0.485139759
2014_1397_1234,0.384037917
2014_1397_1235,0.301081077
2014_1397_1242,0.19879166
2014_1397_1243,0.359181227
2014_1397_1246,0.972274402
2014_1397_1257,0.205750181
2014_1397_1264,0.283147272
2014_1397_1269,3.08E-02
2014_1397_1272,0.294555835
2014_1397_1273,0.195546128
2014_1397_1276,0.816910949
2014_1397_1277,1.66E-02
2014_1397_1291,0.14705997
2014_1397_1295,0.568267011
2014_1397_1300,0.41855992
2014_1397_1301,0.358828454
2014_1397_1304,0.179862806
2014_1397_1307,4.20E-02
2014_1397_1308,0.265486979
2014_1397_1314,0.768139967
2014_1397_1326,0.909787127
2014_1397_1328,6.81E-02
2014_1397_1329,0.280327786
2014_1397_1332,0.86904497
2014_1397_1338,0.346413593
2014_1397_1344,0.608467197
2014_1397_1361,0.987091737
2014_1397_1372,0.915482512
2014_1397_1386,0.293790097
2014_1397_1387,0.761650189
2014_1397_1390,0.232319128
2014_1397_1393,0.957312969
2014_1397_1397,0.5
2014_1397_1400,0.68555047
2014_1397_1409,0.754367334
2014_1397_1411,0.572072934
2014_1397_1417,0.363676746
2014_1397_1418,0.235648838
2014_1397_1433,0.83284615
2014_1397_1437,0.431832817
2014_1397_1438,0.337051717
2014_1397_1444,0.577458619
2014_1397_1451,0.236099237
2014_1397_1454,0.442969749
2014_1397_1455,0.426656306
2014_1397_1458,0.364779972
2014_1397_1459,0.262947199
2014_1397_1462,0.832505719
2014_1400_1107,0.692007502
2014_1400_1110,0.706879367
2014_1400_1112,0.813680106
2014_1400_1113,0.322598348
2014_1400_1124,0.190553627
2014_1400_1140,0.143877602
2014_1400_1142,0.13317493
2014_1400_1153,0.673585975
2014_1400_1157,0.362678008
2014_1400_1160,0.20117814
2014_1400_1163,0.298159517
2014_1400_1166,0.653847647
2014_1400_1173,0.23232743
2014_1400_1174,0.324729796
2014_1400_1181,0.752016928
2014_1400_1184,0.316417574
2014_1400_1196,0.420579126
2014_1400_1203,0.111209963
2014_1400_1211,0.525493203
2014_1400_1217,0.466068466
2014_1400_1234,0.929865378
2014_1400_1235,0.481244029
2014_1400_1242,0.890864044
2014_1400_1243,0.356504258
2014_1400_1246,0.20815458
2014_1400_1257,0.958475532
2014_1400_1264,0.283262686
2014_1400_1269,0.836323101
2014_1400_1272,0.984484294
2014_1400_1273,0.54768944
2014_1400_1276,0.989496633
2014_1400_1277,0.993521785
2014_1400_1291,0.16174164
2014_1400_1295,0.279322296
2014_1400_1300,0.830938633
2014_1400_1301,4.21E-03
2014_1400_1304,0.923427958
2014_1400_1307,0.991836453
2014_1400_1308,0.335787444
2014_1400_1314,0.812929579
2014_1400_1326,0.802118121
2014_1400_1328,0.806895347
2014_1400_1329,0.976161043
2014_1400_1332,0.423278924
2014_1400_1338,0.717672639
2014_1400_1344,0.626481907
2014_1400_1361,0.173554533
2014_1400_1372,0.602343266
2014_1400_1386,0.594090818
2014_1400_1387,0.545925651
2014_1400_1390,0.403400339
2014_1400_1393,0.715422901
2014_1400_1397,0.586606654
2014_1400_1400,0.5
2014_1400_1409,0.451625505
2014_1400_1411,0.550861503
2014_1400_1417,6.55E-02
2014_1400_1418,0.289164399
2014_1400_1433,0.198045065
2014_1400_1437,0.304656719
2014_1400_1438,0.107111869
2014_1400_1444,0.897264552
